run_id,val_bpb,param,qbit_index,alpha,beta
1,1.11595704,embedding_lr,0,0.749891569957,0.661560755568
1,1.11595704,embedding_lr,1,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,2,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,3,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,4,0.749891569957,0.661560755568
1,1.11595704,embedding_lr,5,0.749891569957,0.661560755568
1,1.11595704,embedding_lr,6,0.749891569957,0.661560755568
1,1.11595704,embedding_lr,7,0.749891569957,0.661560755568
1,1.11595704,embedding_lr,8,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,9,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,10,0.661560755568,0.749891569957
1,1.11595704,embedding_lr,11,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,0,0.749891569957,0.661560755568
1,1.11595704,unembedding_lr,1,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,2,0.749891569957,0.661560755568
1,1.11595704,unembedding_lr,3,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,4,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,5,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,6,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,7,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,8,0.749891569957,0.661560755568
1,1.11595704,unembedding_lr,9,0.661560755568,0.749891569957
1,1.11595704,unembedding_lr,10,0.749891569957,0.661560755568
1,1.11595704,unembedding_lr,11,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,0,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,1,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,2,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,3,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,4,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,5,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,6,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,7,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,8,0.749891569957,0.661560755568
1,1.11595704,matrix_lr,9,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,10,0.661560755568,0.749891569957
1,1.11595704,matrix_lr,11,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,0,0.661560755568,0.749891569957
1,1.11595704,scalar_lr,1,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,2,0.661560755568,0.749891569957
1,1.11595704,scalar_lr,3,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,4,0.661560755568,0.749891569957
1,1.11595704,scalar_lr,5,0.661560755568,0.749891569957
1,1.11595704,scalar_lr,6,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,7,0.661560755568,0.749891569957
1,1.11595704,scalar_lr,8,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,9,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,10,0.749891569957,0.661560755568
1,1.11595704,scalar_lr,11,0.749891569957,0.661560755568
1,1.11595704,weight_decay,0,0.749891569957,0.661560755568
1,1.11595704,weight_decay,1,0.661560755568,0.749891569957
1,1.11595704,weight_decay,2,0.661560755568,0.749891569957
1,1.11595704,weight_decay,3,0.661560755568,0.749891569957
1,1.11595704,weight_decay,4,0.661560755568,0.749891569957
1,1.11595704,weight_decay,5,0.661560755568,0.749891569957
1,1.11595704,weight_decay,6,0.749891569957,0.661560755568
1,1.11595704,weight_decay,7,0.749891569957,0.661560755568
1,1.11595704,weight_decay,8,0.749891569957,0.661560755568
1,1.11595704,weight_decay,9,0.661560755568,0.749891569957
1,1.11595704,weight_decay,10,0.661560755568,0.749891569957
1,1.11595704,weight_decay,11,0.661560755568,0.749891569957
1,1.11595704,adam_beta1,0,0.749891569957,0.661560755568
1,1.11595704,adam_beta1,1,0.749891569957,0.661560755568
1,1.11595704,adam_beta1,2,0.749891569957,0.661560755568
1,1.11595704,adam_beta1,3,0.749891569957,0.661560755568
1,1.11595704,adam_beta1,4,0.749891569957,0.661560755568
