Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=68 binary=011111
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 2.894100e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 3244ms | tok/sec: 161,620 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853479 | lrm: 1.00 | dt: 704ms | tok/sec: 744,358 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.460839 | lrm: 1.00 | dt: 705ms | tok/sec: 743,688 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.001437 | lrm: 1.00 | dt: 705ms | tok/sec: 743,368 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.615033 | lrm: 1.00 | dt: 705ms | tok/sec: 743,630 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.275536 | lrm: 1.00 | dt: 705ms | tok/sec: 743,688 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023096 | lrm: 1.00 | dt: 706ms | tok/sec: 742,540 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.815320 | lrm: 1.00 | dt: 706ms | tok/sec: 742,606 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.638244 | lrm: 1.00 | dt: 705ms | tok/sec: 743,294 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.486801 | lrm: 1.00 | dt: 706ms | tok/sec: 742,880 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.361749 | lrm: 1.00 | dt: 706ms | tok/sec: 742,382 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.254292 | lrm: 1.00 | dt: 706ms | tok/sec: 742,452 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.160721 | lrm: 1.00 | dt: 706ms | tok/sec: 742,245 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.082431 | lrm: 1.00 | dt: 706ms | tok/sec: 742,540 | mfu: 21.7% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.007870 | lrm: 1.00 | dt: 707ms | tok/sec: 741,617 | mfu: 21.7% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.944779 | lrm: 1.00 | dt: 707ms | tok/sec: 741,728 | mfu: 21.7% | epoch: 1 | remaining: 296s    
step 00016 (1.2%) | loss: 5.887020 | lrm: 1.00 | dt: 707ms | tok/sec: 741,722 | mfu: 21.7% | epoch: 1 | remaining: 296s    
step 00017 (1.4%) | loss: 5.833987 | lrm: 1.00 | dt: 707ms | tok/sec: 741,681 | mfu: 21.7% | epoch: 1 | remaining: 295s    
step 00018 (1.6%) | loss: 5.785792 | lrm: 1.00 | dt: 707ms | tok/sec: 741,368 | mfu: 21.7% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 5.744239 | lrm: 1.00 | dt: 709ms | tok/sec: 739,471 | mfu: 21.6% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 5.706207 | lrm: 1.00 | dt: 707ms | tok/sec: 741,403 | mfu: 21.7% | epoch: 1 | remaining: 293s    
step 00021 (2.4%) | loss: 5.668788 | lrm: 1.00 | dt: 708ms | tok/sec: 740,647 | mfu: 21.7% | epoch: 1 | remaining: 292s    
step 00022 (2.6%) | loss: 5.632622 | lrm: 1.00 | dt: 708ms | tok/sec: 740,148 | mfu: 21.6% | epoch: 1 | remaining: 292s    
step 00023 (2.8%) | loss: 5.600048 | lrm: 1.00 | dt: 707ms | tok/sec: 741,147 | mfu: 21.7% | epoch: 1 | remaining: 291s    
step 00024 (3.1%) | loss: 5.568983 | lrm: 1.00 | dt: 708ms | tok/sec: 740,213 | mfu: 21.6% | epoch: 1 | remaining: 290s    
step 00025 (3.3%) | loss: 5.538405 | lrm: 1.00 | dt: 708ms | tok/sec: 740,799 | mfu: 21.7% | epoch: 1 | remaining: 289s    
step 00026 (3.5%) | loss: 5.505369 | lrm: 1.00 | dt: 708ms | tok/sec: 740,233 | mfu: 21.7% | epoch: 1 | remaining: 289s    
step 00027 (3.8%) | loss: 5.477226 | lrm: 1.00 | dt: 709ms | tok/sec: 739,502 | mfu: 21.6% | epoch: 1 | remaining: 288s    
step 00028 (4.0%) | loss: 5.449618 | lrm: 1.00 | dt: 709ms | tok/sec: 739,261 | mfu: 21.6% | epoch: 1 | remaining: 287s    
step 00029 (4.2%) | loss: 5.424177 | lrm: 1.00 | dt: 710ms | tok/sec: 738,709 | mfu: 21.6% | epoch: 1 | remaining: 287s    
step 00030 (4.5%) | loss: 5.397209 | lrm: 1.00 | dt: 708ms | tok/sec: 740,364 | mfu: 21.7% | epoch: 1 | remaining: 286s    
step 00031 (4.7%) | loss: 5.368634 | lrm: 1.00 | dt: 709ms | tok/sec: 739,562 | mfu: 21.6% | epoch: 1 | remaining: 285s    
step 00032 (5.0%) | loss: 5.343831 | lrm: 1.00 | dt: 709ms | tok/sec: 739,136 | mfu: 21.6% | epoch: 1 | remaining: 284s    
step 00033 (5.2%) | loss: 5.316461 | lrm: 1.00 | dt: 709ms | tok/sec: 739,009 | mfu: 21.6% | epoch: 1 | remaining: 284s    
step 00034 (5.4%) | loss: 5.287202 | lrm: 1.00 | dt: 710ms | tok/sec: 738,046 | mfu: 21.6% | epoch: 1 | remaining: 283s    
step 00035 (5.7%) | loss: 5.260947 | lrm: 1.00 | dt: 710ms | tok/sec: 738,420 | mfu: 21.6% | epoch: 1 | remaining: 282s    
step 00036 (5.9%) | loss: 5.237872 | lrm: 1.00 | dt: 711ms | tok/sec: 737,750 | mfu: 21.6% | epoch: 1 | remaining: 282s    
