Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=34 binary=010011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2821ms | tok/sec: 185,848 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854860 | lrm: 1.00 | dt: 576ms | tok/sec: 910,342 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.447546 | lrm: 1.00 | dt: 577ms | tok/sec: 909,108 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.981588 | lrm: 1.00 | dt: 577ms | tok/sec: 908,716 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.588348 | lrm: 1.00 | dt: 577ms | tok/sec: 908,384 | mfu: 21.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.258492 | lrm: 1.00 | dt: 577ms | tok/sec: 908,776 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.007886 | lrm: 1.00 | dt: 577ms | tok/sec: 908,597 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.797324 | lrm: 1.00 | dt: 577ms | tok/sec: 908,555 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.617261 | lrm: 1.00 | dt: 577ms | tok/sec: 908,387 | mfu: 21.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.464973 | lrm: 1.00 | dt: 578ms | tok/sec: 907,829 | mfu: 21.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.334910 | lrm: 1.00 | dt: 578ms | tok/sec: 906,901 | mfu: 21.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.226543 | lrm: 1.00 | dt: 578ms | tok/sec: 907,029 | mfu: 21.9% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.129693 | lrm: 1.00 | dt: 578ms | tok/sec: 907,014 | mfu: 21.9% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.043562 | lrm: 1.00 | dt: 578ms | tok/sec: 906,973 | mfu: 21.9% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 5.972073 | lrm: 1.00 | dt: 578ms | tok/sec: 906,837 | mfu: 21.9% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 5.907428 | lrm: 1.00 | dt: 578ms | tok/sec: 906,715 | mfu: 21.9% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 5.849317 | lrm: 1.00 | dt: 578ms | tok/sec: 907,034 | mfu: 21.9% | epoch: 1 | remaining: 297s    
step 00017 (1.2%) | loss: 5.796537 | lrm: 1.00 | dt: 578ms | tok/sec: 906,984 | mfu: 21.9% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.750725 | lrm: 1.00 | dt: 578ms | tok/sec: 907,275 | mfu: 21.9% | epoch: 1 | remaining: 295s    
step 00019 (1.5%) | loss: 5.709179 | lrm: 1.00 | dt: 578ms | tok/sec: 906,654 | mfu: 21.9% | epoch: 1 | remaining: 295s    
step 00020 (1.7%) | loss: 5.670620 | lrm: 1.00 | dt: 578ms | tok/sec: 906,403 | mfu: 21.9% | epoch: 1 | remaining: 294s    
step 00021 (1.9%) | loss: 5.636133 | lrm: 1.00 | dt: 578ms | tok/sec: 906,432 | mfu: 21.9% | epoch: 1 | remaining: 294s    
step 00022 (2.1%) | loss: 5.603338 | lrm: 1.00 | dt: 579ms | tok/sec: 906,148 | mfu: 21.9% | epoch: 1 | remaining: 293s    
step 00023 (2.3%) | loss: 5.572858 | lrm: 1.00 | dt: 579ms | tok/sec: 904,886 | mfu: 21.9% | epoch: 1 | remaining: 292s    
step 00024 (2.5%) | loss: 5.547489 | lrm: 1.00 | dt: 580ms | tok/sec: 904,626 | mfu: 21.9% | epoch: 1 | remaining: 292s    
step 00025 (2.7%) | loss: 5.523537 | lrm: 1.00 | dt: 580ms | tok/sec: 904,599 | mfu: 21.9% | epoch: 1 | remaining: 291s    
step 00026 (2.9%) | loss: 5.497888 | lrm: 1.00 | dt: 580ms | tok/sec: 904,673 | mfu: 21.9% | epoch: 1 | remaining: 291s    
step 00027 (3.1%) | loss: 5.477527 | lrm: 1.00 | dt: 579ms | tok/sec: 904,842 | mfu: 21.9% | epoch: 1 | remaining: 290s    
step 00028 (3.3%) | loss: 5.459112 | lrm: 1.00 | dt: 579ms | tok/sec: 905,248 | mfu: 21.9% | epoch: 1 | remaining: 290s    
step 00029 (3.5%) | loss: 5.441897 | lrm: 1.00 | dt: 579ms | tok/sec: 904,791 | mfu: 21.9% | epoch: 1 | remaining: 289s    
step 00030 (3.7%) | loss: 5.424001 | lrm: 1.00 | dt: 581ms | tok/sec: 902,186 | mfu: 21.8% | epoch: 1 | remaining: 288s    
step 00031 (3.9%) | loss: 5.406078 | lrm: 1.00 | dt: 580ms | tok/sec: 904,347 | mfu: 21.9% | epoch: 1 | remaining: 288s    
step 00032 (4.1%) | loss: 5.390366 | lrm: 1.00 | dt: 580ms | tok/sec: 904,474 | mfu: 21.9% | epoch: 1 | remaining: 287s    
step 00033 (4.2%) | loss: 5.375676 | lrm: 1.00 | dt: 580ms | tok/sec: 904,229 | mfu: 21.8% | epoch: 1 | remaining: 287s    
step 00034 (4.4%) | loss: 5.356601 | lrm: 1.00 | dt: 580ms | tok/sec: 903,854 | mfu: 21.8% | epoch: 1 | remaining: 286s    
step 00035 (4.6%) | loss: 5.340635 | lrm: 1.00 | dt: 582ms | tok/sec: 901,158 | mfu: 21.8% | epoch: 1 | remaining: 286s    
step 00036 (4.8%) | loss: 5.325154 | lrm: 1.00 | dt: 580ms | tok/sec: 903,441 | mfu: 21.8% | epoch: 1 | remaining: 285s    
step 00037 (5.0%) | loss: 5.308301 | lrm: 1.00 | dt: 580ms | tok/sec: 903,684 | mfu: 21.8% | epoch: 1 | remaining: 284s    
step 00038 (5.2%) | loss: 5.309620 | lrm: 1.00 | dt: 580ms | tok/sec: 903,722 | mfu: 21.8% | epoch: 1 | remaining: 284s    
step 00039 (5.4%) | loss: 5.286572 | lrm: 1.00 | dt: 580ms | tok/sec: 903,893 | mfu: 21.8% | epoch: 1 | remaining: 283s    
step 00040 (5.6%) | loss: 5.265264 | lrm: 1.00 | dt: 580ms | tok/sec: 903,713 | mfu: 21.8% | epoch: 1 | remaining: 283s    
step 00041 (5.8%) | loss: 5.248951 | lrm: 1.00 | dt: 580ms | tok/sec: 903,779 | mfu: 21.8% | epoch: 1 | remaining: 282s    
step 00042 (6.0%) | loss: 5.231510 | lrm: 1.00 | dt: 580ms | tok/sec: 904,059 | mfu: 21.8% | epoch: 1 | remaining: 281s    
step 00043 (6.2%) | loss: 5.213438 | lrm: 1.00 | dt: 580ms | tok/sec: 903,623 | mfu: 21.8% | epoch: 1 | remaining: 281s    
step 00044 (6.4%) | loss: 5.193391 | lrm: 1.00 | dt: 580ms | tok/sec: 904,504 | mfu: 21.9% | epoch: 1 | remaining: 280s    
step 00045 (6.6%) | loss: 5.172723 | lrm: 1.00 | dt: 580ms | tok/sec: 903,624 | mfu: 21.8% | epoch: 1 | remaining: 280s    
step 00046 (6.8%) | loss: 5.151473 | lrm: 1.00 | dt: 580ms | tok/sec: 903,281 | mfu: 21.8% | epoch: 1 | remaining: 279s    
step 00047 (7.0%) | loss: 5.128306 | lrm: 1.00 | dt: 580ms | tok/sec: 903,794 | mfu: 21.8% | epoch: 1 | remaining: 279s    
step 00048 (7.1%) | loss: 5.112286 | lrm: 1.00 | dt: 580ms | tok/sec: 903,847 | mfu: 21.8% | epoch: 1 | remaining: 278s    
step 00049 (7.3%) | loss: 5.092212 | lrm: 1.00 | dt: 580ms | tok/sec: 904,121 | mfu: 21.8% | epoch: 1 | remaining: 277s    
