Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=40 binary=100011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.768241e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2712ms | tok/sec: 193,297 | mfu: 5.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185804 | lrm: 1.00 | dt: 638ms | tok/sec: 821,977 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.158876 | lrm: 1.00 | dt: 638ms | tok/sec: 821,341 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.844025 | lrm: 1.00 | dt: 638ms | tok/sec: 821,471 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.533846 | lrm: 1.00 | dt: 638ms | tok/sec: 821,304 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.202213 | lrm: 1.00 | dt: 639ms | tok/sec: 819,935 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.911417 | lrm: 1.00 | dt: 639ms | tok/sec: 820,060 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.661402 | lrm: 1.00 | dt: 639ms | tok/sec: 820,848 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.437458 | lrm: 1.00 | dt: 639ms | tok/sec: 820,715 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.225259 | lrm: 1.00 | dt: 639ms | tok/sec: 820,301 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.038207 | lrm: 1.00 | dt: 639ms | tok/sec: 820,352 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.872794 | lrm: 1.00 | dt: 639ms | tok/sec: 820,220 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.722511 | lrm: 1.00 | dt: 639ms | tok/sec: 820,069 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.586452 | lrm: 1.00 | dt: 639ms | tok/sec: 820,105 | mfu: 22.9% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.466026 | lrm: 1.00 | dt: 639ms | tok/sec: 820,247 | mfu: 22.9% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.360232 | lrm: 1.00 | dt: 640ms | tok/sec: 819,498 | mfu: 22.9% | epoch: 1 | remaining: 297s    
step 00016 (1.1%) | loss: 6.264975 | lrm: 1.00 | dt: 639ms | tok/sec: 820,000 | mfu: 22.9% | epoch: 1 | remaining: 296s    
step 00017 (1.3%) | loss: 6.177956 | lrm: 1.00 | dt: 639ms | tok/sec: 819,948 | mfu: 22.9% | epoch: 1 | remaining: 296s    
step 00018 (1.5%) | loss: 6.100561 | lrm: 1.00 | dt: 639ms | tok/sec: 819,890 | mfu: 22.9% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.033471 | lrm: 1.00 | dt: 640ms | tok/sec: 819,597 | mfu: 22.9% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.970690 | lrm: 1.00 | dt: 641ms | tok/sec: 818,487 | mfu: 22.9% | epoch: 1 | remaining: 294s    
step 00021 (2.1%) | loss: 5.915114 | lrm: 1.00 | dt: 640ms | tok/sec: 818,607 | mfu: 22.9% | epoch: 1 | remaining: 293s    
step 00022 (2.3%) | loss: 5.862978 | lrm: 1.00 | dt: 640ms | tok/sec: 819,574 | mfu: 22.9% | epoch: 1 | remaining: 292s    
step 00023 (2.6%) | loss: 5.817293 | lrm: 1.00 | dt: 640ms | tok/sec: 819,383 | mfu: 22.9% | epoch: 1 | remaining: 292s    
step 00024 (2.8%) | loss: 5.775833 | lrm: 1.00 | dt: 640ms | tok/sec: 819,204 | mfu: 22.9% | epoch: 1 | remaining: 291s    
step 00025 (3.0%) | loss: 5.737089 | lrm: 1.00 | dt: 640ms | tok/sec: 819,443 | mfu: 22.9% | epoch: 1 | remaining: 290s    
step 00026 (3.2%) | loss: 5.698349 | lrm: 1.00 | dt: 640ms | tok/sec: 819,083 | mfu: 22.9% | epoch: 1 | remaining: 290s    
step 00027 (3.4%) | loss: 5.666053 | lrm: 1.00 | dt: 640ms | tok/sec: 818,801 | mfu: 22.9% | epoch: 1 | remaining: 289s    
step 00028 (3.6%) | loss: 5.636106 | lrm: 1.00 | dt: 640ms | tok/sec: 819,162 | mfu: 22.9% | epoch: 1 | remaining: 288s    
step 00029 (3.8%) | loss: 5.608901 | lrm: 1.00 | dt: 641ms | tok/sec: 818,488 | mfu: 22.9% | epoch: 1 | remaining: 288s    
step 00030 (4.1%) | loss: 5.581517 | lrm: 1.00 | dt: 640ms | tok/sec: 819,266 | mfu: 22.9% | epoch: 1 | remaining: 287s    
step 00031 (4.3%) | loss: 5.553684 | lrm: 1.00 | dt: 640ms | tok/sec: 819,335 | mfu: 22.9% | epoch: 1 | remaining: 287s    
step 00032 (4.5%) | loss: 5.531388 | lrm: 1.00 | dt: 640ms | tok/sec: 819,250 | mfu: 22.9% | epoch: 1 | remaining: 286s    
step 00033 (4.7%) | loss: 5.509245 | lrm: 1.00 | dt: 640ms | tok/sec: 818,704 | mfu: 22.9% | epoch: 1 | remaining: 285s    
step 00034 (4.9%) | loss: 5.484414 | lrm: 1.00 | dt: 640ms | tok/sec: 819,160 | mfu: 22.9% | epoch: 1 | remaining: 285s    
step 00035 (5.1%) | loss: 5.462846 | lrm: 1.00 | dt: 640ms | tok/sec: 818,690 | mfu: 22.9% | epoch: 1 | remaining: 284s    
step 00036 (5.3%) | loss: 5.444133 | lrm: 1.00 | dt: 640ms | tok/sec: 819,095 | mfu: 22.9% | epoch: 1 | remaining: 283s    
