Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=7 binary=101000
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 3.271557e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 12906ms | tok/sec: 40,624 | mfu: 1.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191327 | lrm: 1.00 | dt: 731ms | tok/sec: 717,335 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.956005 | lrm: 1.00 | dt: 731ms | tok/sec: 717,096 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.538387 | lrm: 1.00 | dt: 731ms | tok/sec: 717,009 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.112882 | lrm: 1.00 | dt: 731ms | tok/sec: 716,910 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.746195 | lrm: 1.00 | dt: 732ms | tok/sec: 716,692 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.446556 | lrm: 1.00 | dt: 732ms | tok/sec: 716,455 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.199548 | lrm: 1.00 | dt: 732ms | tok/sec: 716,138 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.986725 | lrm: 1.00 | dt: 733ms | tok/sec: 715,420 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.800690 | lrm: 1.00 | dt: 733ms | tok/sec: 715,514 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.643528 | lrm: 1.00 | dt: 732ms | tok/sec: 715,806 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.508721 | lrm: 1.00 | dt: 733ms | tok/sec: 715,656 | mfu: 23.7% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.390725 | lrm: 1.00 | dt: 732ms | tok/sec: 715,834 | mfu: 23.7% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.290201 | lrm: 1.00 | dt: 733ms | tok/sec: 715,633 | mfu: 23.7% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.196887 | lrm: 1.00 | dt: 733ms | tok/sec: 715,366 | mfu: 23.7% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.116642 | lrm: 1.00 | dt: 733ms | tok/sec: 715,350 | mfu: 23.7% | epoch: 1 | remaining: 296s    
step 00016 (1.2%) | loss: 6.043631 | lrm: 1.00 | dt: 733ms | tok/sec: 715,142 | mfu: 23.6% | epoch: 1 | remaining: 296s    
step 00017 (1.5%) | loss: 5.977281 | lrm: 1.00 | dt: 734ms | tok/sec: 714,690 | mfu: 23.6% | epoch: 1 | remaining: 295s    
step 00018 (1.7%) | loss: 5.917436 | lrm: 1.00 | dt: 734ms | tok/sec: 714,730 | mfu: 23.6% | epoch: 1 | remaining: 294s    
step 00019 (2.0%) | loss: 5.865983 | lrm: 1.00 | dt: 734ms | tok/sec: 714,483 | mfu: 23.6% | epoch: 1 | remaining: 293s    
step 00020 (2.2%) | loss: 5.820018 | lrm: 1.00 | dt: 734ms | tok/sec: 714,469 | mfu: 23.6% | epoch: 1 | remaining: 293s    
step 00021 (2.4%) | loss: 5.776688 | lrm: 1.00 | dt: 733ms | tok/sec: 714,887 | mfu: 23.6% | epoch: 1 | remaining: 292s    
step 00022 (2.7%) | loss: 5.735436 | lrm: 1.00 | dt: 734ms | tok/sec: 714,502 | mfu: 23.6% | epoch: 1 | remaining: 291s    
step 00023 (2.9%) | loss: 5.698512 | lrm: 1.00 | dt: 734ms | tok/sec: 714,056 | mfu: 23.6% | epoch: 1 | remaining: 290s    
step 00024 (3.2%) | loss: 5.664427 | lrm: 1.00 | dt: 734ms | tok/sec: 714,324 | mfu: 23.6% | epoch: 1 | remaining: 290s    
step 00025 (3.4%) | loss: 5.633506 | lrm: 1.00 | dt: 734ms | tok/sec: 714,389 | mfu: 23.6% | epoch: 1 | remaining: 289s    
step 00026 (3.7%) | loss: 5.603039 | lrm: 1.00 | dt: 734ms | tok/sec: 714,204 | mfu: 23.6% | epoch: 1 | remaining: 288s    
step 00027 (3.9%) | loss: 5.577225 | lrm: 1.00 | dt: 734ms | tok/sec: 714,207 | mfu: 23.6% | epoch: 1 | remaining: 288s    
step 00028 (4.2%) | loss: 5.552046 | lrm: 1.00 | dt: 734ms | tok/sec: 714,158 | mfu: 23.6% | epoch: 1 | remaining: 287s    
step 00029 (4.4%) | loss: 5.527838 | lrm: 1.00 | dt: 734ms | tok/sec: 713,930 | mfu: 23.6% | epoch: 1 | remaining: 286s    
step 00030 (4.6%) | loss: 5.502823 | lrm: 1.00 | dt: 735ms | tok/sec: 713,258 | mfu: 23.6% | epoch: 1 | remaining: 285s    
step 00031 (4.9%) | loss: 5.477467 | lrm: 1.00 | dt: 735ms | tok/sec: 713,454 | mfu: 23.6% | epoch: 1 | remaining: 285s    
step 00032 (5.1%) | loss: 5.456453 | lrm: 1.00 | dt: 735ms | tok/sec: 713,267 | mfu: 23.6% | epoch: 1 | remaining: 284s    
step 00033 (5.4%) | loss: 5.433463 | lrm: 1.00 | dt: 735ms | tok/sec: 713,385 | mfu: 23.6% | epoch: 1 | remaining: 283s    
step 00034 (5.6%) | loss: 5.408710 | lrm: 1.00 | dt: 735ms | tok/sec: 713,203 | mfu: 23.6% | epoch: 1 | remaining: 282s    
step 00035 (5.9%) | loss: 5.387338 | lrm: 1.00 | dt: 735ms | tok/sec: 713,300 | mfu: 23.6% | epoch: 1 | remaining: 282s    
step 00036 (6.1%) | loss: 5.370011 | lrm: 1.00 | dt: 735ms | tok/sec: 713,609 | mfu: 23.6% | epoch: 1 | remaining: 281s    
