Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=19 binary=101110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 3.271588e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3601ms | tok/sec: 145,612 | mfu: 4.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191311 | lrm: 1.00 | dt: 765ms | tok/sec: 685,147 | mfu: 22.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.953290 | lrm: 1.00 | dt: 766ms | tok/sec: 684,857 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.520917 | lrm: 1.00 | dt: 766ms | tok/sec: 684,701 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.107123 | lrm: 1.00 | dt: 765ms | tok/sec: 684,912 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.729614 | lrm: 1.00 | dt: 766ms | tok/sec: 684,592 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.431080 | lrm: 1.00 | dt: 766ms | tok/sec: 684,603 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.185360 | lrm: 1.00 | dt: 766ms | tok/sec: 684,375 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.973818 | lrm: 1.00 | dt: 767ms | tok/sec: 683,867 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.789739 | lrm: 1.00 | dt: 766ms | tok/sec: 684,107 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.634428 | lrm: 1.00 | dt: 766ms | tok/sec: 684,327 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.500375 | lrm: 1.00 | dt: 767ms | tok/sec: 683,668 | mfu: 22.6% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.382985 | lrm: 1.00 | dt: 767ms | tok/sec: 683,604 | mfu: 22.6% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.283775 | lrm: 1.00 | dt: 767ms | tok/sec: 683,130 | mfu: 22.6% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.190606 | lrm: 1.00 | dt: 768ms | tok/sec: 682,895 | mfu: 22.6% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.110965 | lrm: 1.00 | dt: 767ms | tok/sec: 683,304 | mfu: 22.6% | epoch: 1 | remaining: 296s    
step 00016 (1.3%) | loss: 6.038760 | lrm: 1.00 | dt: 767ms | tok/sec: 683,304 | mfu: 22.6% | epoch: 1 | remaining: 295s    
step 00017 (1.5%) | loss: 5.972981 | lrm: 1.00 | dt: 768ms | tok/sec: 682,790 | mfu: 22.6% | epoch: 1 | remaining: 295s    
step 00018 (1.8%) | loss: 5.913907 | lrm: 1.00 | dt: 767ms | tok/sec: 683,312 | mfu: 22.6% | epoch: 1 | remaining: 294s    
step 00019 (2.0%) | loss: 5.862026 | lrm: 1.00 | dt: 768ms | tok/sec: 682,733 | mfu: 22.6% | epoch: 1 | remaining: 293s    
step 00020 (2.3%) | loss: 5.813912 | lrm: 1.00 | dt: 768ms | tok/sec: 683,077 | mfu: 22.6% | epoch: 1 | remaining: 292s    
step 00021 (2.6%) | loss: 5.767705 | lrm: 1.00 | dt: 767ms | tok/sec: 683,256 | mfu: 22.6% | epoch: 1 | remaining: 292s    
step 00022 (2.8%) | loss: 5.723925 | lrm: 1.00 | dt: 768ms | tok/sec: 683,000 | mfu: 22.6% | epoch: 1 | remaining: 291s    
step 00023 (3.1%) | loss: 5.684386 | lrm: 1.00 | dt: 767ms | tok/sec: 683,116 | mfu: 22.6% | epoch: 1 | remaining: 290s    
step 00024 (3.3%) | loss: 5.645600 | lrm: 1.00 | dt: 768ms | tok/sec: 682,794 | mfu: 22.6% | epoch: 1 | remaining: 289s    
step 00025 (3.6%) | loss: 5.608309 | lrm: 1.00 | dt: 768ms | tok/sec: 682,641 | mfu: 22.6% | epoch: 1 | remaining: 288s    
step 00026 (3.8%) | loss: 5.567851 | lrm: 1.00 | dt: 768ms | tok/sec: 682,249 | mfu: 22.6% | epoch: 1 | remaining: 288s    
step 00027 (4.1%) | loss: 5.533726 | lrm: 1.00 | dt: 769ms | tok/sec: 682,201 | mfu: 22.6% | epoch: 1 | remaining: 287s    
step 00028 (4.3%) | loss: 5.501785 | lrm: 1.00 | dt: 768ms | tok/sec: 682,888 | mfu: 22.6% | epoch: 1 | remaining: 286s    
step 00029 (4.6%) | loss: 5.470418 | lrm: 1.00 | dt: 769ms | tok/sec: 681,966 | mfu: 22.5% | epoch: 1 | remaining: 285s    
step 00030 (4.9%) | loss: 5.437851 | lrm: 1.00 | dt: 768ms | tok/sec: 682,718 | mfu: 22.6% | epoch: 1 | remaining: 285s    
step 00031 (5.1%) | loss: 5.404601 | lrm: 1.00 | dt: 768ms | tok/sec: 682,848 | mfu: 22.6% | epoch: 1 | remaining: 284s    
step 00032 (5.4%) | loss: 5.373005 | lrm: 1.00 | dt: 768ms | tok/sec: 682,426 | mfu: 22.6% | epoch: 1 | remaining: 283s    
step 00033 (5.6%) | loss: 5.338879 | lrm: 1.00 | dt: 768ms | tok/sec: 682,592 | mfu: 22.6% | epoch: 1 | remaining: 282s    
step 00034 (5.9%) | loss: 5.303619 | lrm: 1.00 | dt: 769ms | tok/sec: 681,968 | mfu: 22.5% | epoch: 1 | remaining: 282s    
step 00035 (6.1%) | loss: 5.271930 | lrm: 1.00 | dt: 768ms | tok/sec: 682,615 | mfu: 22.6% | epoch: 1 | remaining: 281s    
step 00036 (6.4%) | loss: 5.243517 | lrm: 1.00 | dt: 769ms | tok/sec: 682,133 | mfu: 22.6% | epoch: 1 | remaining: 280s    
step 00037 (6.7%) | loss: 5.213359 | lrm: 1.00 | dt: 768ms | tok/sec: 682,359 | mfu: 22.6% | epoch: 1 | remaining: 279s    
step 00038 (6.9%) | loss: 5.183838 | lrm: 1.00 | dt: 768ms | tok/sec: 682,493 | mfu: 22.6% | epoch: 1 | remaining: 278s    
step 00039 (7.2%) | loss: 5.149253 | lrm: 1.00 | dt: 769ms | tok/sec: 681,566 | mfu: 22.5% | epoch: 1 | remaining: 278s    
step 00040 (7.4%) | loss: 5.117820 | lrm: 1.00 | dt: 769ms | tok/sec: 682,165 | mfu: 22.6% | epoch: 1 | remaining: 277s    
step 00041 (7.7%) | loss: 5.091020 | lrm: 1.00 | dt: 769ms | tok/sec: 681,654 | mfu: 22.5% | epoch: 1 | remaining: 276s    
step 00042 (7.9%) | loss: 5.066448 | lrm: 1.00 | dt: 769ms | tok/sec: 681,997 | mfu: 22.5% | epoch: 1 | remaining: 275s    
step 00043 (8.2%) | loss: 5.033246 | lrm: 1.00 | dt: 769ms | tok/sec: 681,511 | mfu: 22.5% | epoch: 1 | remaining: 275s    
step 00044 (8.4%) | loss: 5.003550 | lrm: 1.00 | dt: 769ms | tok/sec: 682,121 | mfu: 22.6% | epoch: 1 | remaining: 274s    
step 00045 (8.7%) | loss: 4.975333 | lrm: 1.00 | dt: 769ms | tok/sec: 681,953 | mfu: 22.5% | epoch: 1 | remaining: 273s    
step 00046 (9.0%) | loss: 4.948323 | lrm: 1.00 | dt: 769ms | tok/sec: 681,900 | mfu: 22.5% | epoch: 1 | remaining: 272s    
step 00047 (9.2%) | loss: 4.918107 | lrm: 1.00 | dt: 769ms | tok/sec: 682,091 | mfu: 22.6% | epoch: 1 | remaining: 272s    
step 00048 (9.5%) | loss: 4.892780 | lrm: 1.00 | dt: 770ms | tok/sec: 681,287 | mfu: 22.5% | epoch: 1 | remaining: 271s    
step 00049 (9.7%) | loss: 4.867029 | lrm: 1.00 | dt: 769ms | tok/sec: 681,835 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00050 (10.0%) | loss: 4.839455 | lrm: 1.00 | dt: 770ms | tok/sec: 680,899 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00051 (10.2%) | loss: 4.816404 | lrm: 1.00 | dt: 769ms | tok/sec: 681,626 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00052 (10.5%) | loss: 4.788264 | lrm: 1.00 | dt: 770ms | tok/sec: 680,530 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00053 (10.8%) | loss: 4.762184 | lrm: 1.00 | dt: 769ms | tok/sec: 681,583 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00054 (11.0%) | loss: 4.736919 | lrm: 1.00 | dt: 770ms | tok/sec: 680,665 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00055 (11.3%) | loss: 4.707731 | lrm: 1.00 | dt: 769ms | tok/sec: 681,521 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00056 (11.5%) | loss: 4.682990 | lrm: 1.00 | dt: 770ms | tok/sec: 680,594 | mfu: 22.5% | epoch: 1 | remaining: 265s    
