Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=62 binary=100100
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2941ms | tok/sec: 178,246 | mfu: 5.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185857 | lrm: 1.00 | dt: 623ms | tok/sec: 841,838 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.144804 | lrm: 1.00 | dt: 624ms | tok/sec: 840,343 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.810757 | lrm: 1.00 | dt: 624ms | tok/sec: 840,429 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.500039 | lrm: 1.00 | dt: 623ms | tok/sec: 841,167 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.189493 | lrm: 1.00 | dt: 623ms | tok/sec: 840,977 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.913635 | lrm: 1.00 | dt: 624ms | tok/sec: 840,595 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.678606 | lrm: 1.00 | dt: 624ms | tok/sec: 840,557 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.459650 | lrm: 1.00 | dt: 624ms | tok/sec: 839,782 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.247159 | lrm: 1.00 | dt: 624ms | tok/sec: 839,708 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.060022 | lrm: 1.00 | dt: 624ms | tok/sec: 840,062 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.893930 | lrm: 1.00 | dt: 624ms | tok/sec: 839,681 | mfu: 23.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.742331 | lrm: 1.00 | dt: 625ms | tok/sec: 839,244 | mfu: 23.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.604839 | lrm: 1.00 | dt: 624ms | tok/sec: 839,594 | mfu: 23.5% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.482389 | lrm: 1.00 | dt: 624ms | tok/sec: 839,695 | mfu: 23.5% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 6.375564 | lrm: 1.00 | dt: 625ms | tok/sec: 839,103 | mfu: 23.5% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 6.280270 | lrm: 1.00 | dt: 625ms | tok/sec: 839,218 | mfu: 23.5% | epoch: 1 | remaining: 296s    
step 00017 (1.2%) | loss: 6.191952 | lrm: 1.00 | dt: 625ms | tok/sec: 839,474 | mfu: 23.5% | epoch: 1 | remaining: 296s    
step 00018 (1.5%) | loss: 6.111824 | lrm: 1.00 | dt: 625ms | tok/sec: 838,993 | mfu: 23.5% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.041498 | lrm: 1.00 | dt: 625ms | tok/sec: 838,919 | mfu: 23.5% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.978579 | lrm: 1.00 | dt: 625ms | tok/sec: 839,246 | mfu: 23.5% | epoch: 1 | remaining: 294s    
step 00021 (2.1%) | loss: 5.919981 | lrm: 1.00 | dt: 625ms | tok/sec: 838,984 | mfu: 23.5% | epoch: 1 | remaining: 293s    
step 00022 (2.3%) | loss: 5.866822 | lrm: 1.00 | dt: 625ms | tok/sec: 838,596 | mfu: 23.5% | epoch: 1 | remaining: 293s    
step 00023 (2.5%) | loss: 5.817711 | lrm: 1.00 | dt: 625ms | tok/sec: 838,553 | mfu: 23.5% | epoch: 1 | remaining: 292s    
step 00024 (2.7%) | loss: 5.770083 | lrm: 1.00 | dt: 625ms | tok/sec: 838,771 | mfu: 23.5% | epoch: 1 | remaining: 291s    
step 00025 (2.9%) | loss: 5.728553 | lrm: 1.00 | dt: 625ms | tok/sec: 838,671 | mfu: 23.5% | epoch: 1 | remaining: 291s    
step 00026 (3.1%) | loss: 5.685548 | lrm: 1.00 | dt: 625ms | tok/sec: 838,797 | mfu: 23.5% | epoch: 1 | remaining: 290s    
step 00027 (3.3%) | loss: 5.646483 | lrm: 1.00 | dt: 625ms | tok/sec: 838,701 | mfu: 23.5% | epoch: 1 | remaining: 289s    
step 00028 (3.5%) | loss: 5.609674 | lrm: 1.00 | dt: 625ms | tok/sec: 838,569 | mfu: 23.5% | epoch: 1 | remaining: 289s    
step 00029 (3.7%) | loss: 5.578235 | lrm: 1.00 | dt: 626ms | tok/sec: 837,493 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00030 (4.0%) | loss: 5.544010 | lrm: 1.00 | dt: 625ms | tok/sec: 838,594 | mfu: 23.5% | epoch: 1 | remaining: 288s    
step 00031 (4.2%) | loss: 5.508651 | lrm: 1.00 | dt: 626ms | tok/sec: 838,006 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00032 (4.4%) | loss: 5.477624 | lrm: 1.00 | dt: 626ms | tok/sec: 837,990 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00033 (4.6%) | loss: 5.444267 | lrm: 1.00 | dt: 625ms | tok/sec: 838,628 | mfu: 23.5% | epoch: 1 | remaining: 286s    
step 00034 (4.8%) | loss: 5.408924 | lrm: 1.00 | dt: 625ms | tok/sec: 838,402 | mfu: 23.5% | epoch: 1 | remaining: 285s    
step 00035 (5.0%) | loss: 5.377507 | lrm: 1.00 | dt: 625ms | tok/sec: 838,701 | mfu: 23.5% | epoch: 1 | remaining: 284s    
step 00036 (5.2%) | loss: 5.348237 | lrm: 1.00 | dt: 625ms | tok/sec: 838,629 | mfu: 23.5% | epoch: 1 | remaining: 284s    
step 00037 (5.4%) | loss: 5.317091 | lrm: 1.00 | dt: 625ms | tok/sec: 838,453 | mfu: 23.5% | epoch: 1 | remaining: 283s    
step 00038 (5.6%) | loss: 5.287427 | lrm: 1.00 | dt: 626ms | tok/sec: 837,740 | mfu: 23.4% | epoch: 1 | remaining: 282s    
step 00039 (5.8%) | loss: 5.253697 | lrm: 1.00 | dt: 626ms | tok/sec: 837,778 | mfu: 23.4% | epoch: 1 | remaining: 282s    
step 00040 (6.0%) | loss: 5.221383 | lrm: 1.00 | dt: 626ms | tok/sec: 838,175 | mfu: 23.4% | epoch: 1 | remaining: 281s    
step 00041 (6.3%) | loss: 5.193868 | lrm: 1.00 | dt: 625ms | tok/sec: 838,210 | mfu: 23.5% | epoch: 1 | remaining: 281s    
step 00042 (6.5%) | loss: 5.167791 | lrm: 1.00 | dt: 626ms | tok/sec: 837,670 | mfu: 23.4% | epoch: 1 | remaining: 280s    
step 00043 (6.7%) | loss: 5.136793 | lrm: 1.00 | dt: 625ms | tok/sec: 838,274 | mfu: 23.5% | epoch: 1 | remaining: 279s    
step 00044 (6.9%) | loss: 5.109220 | lrm: 1.00 | dt: 626ms | tok/sec: 837,879 | mfu: 23.4% | epoch: 1 | remaining: 279s    
step 00045 (7.1%) | loss: 5.081635 | lrm: 1.00 | dt: 626ms | tok/sec: 837,754 | mfu: 23.4% | epoch: 1 | remaining: 278s    
step 00046 (7.3%) | loss: 5.053938 | lrm: 1.00 | dt: 626ms | tok/sec: 838,094 | mfu: 23.4% | epoch: 1 | remaining: 277s    
step 00047 (7.5%) | loss: 5.023395 | lrm: 1.00 | dt: 626ms | tok/sec: 837,781 | mfu: 23.4% | epoch: 1 | remaining: 277s    
step 00048 (7.7%) | loss: 4.999429 | lrm: 1.00 | dt: 626ms | tok/sec: 837,811 | mfu: 23.4% | epoch: 1 | remaining: 276s    
step 00049 (7.9%) | loss: 4.973640 | lrm: 1.00 | dt: 626ms | tok/sec: 837,870 | mfu: 23.4% | epoch: 1 | remaining: 276s    
step 00050 (8.1%) | loss: 4.945661 | lrm: 1.00 | dt: 626ms | tok/sec: 837,956 | mfu: 23.4% | epoch: 1 | remaining: 275s    
step 00051 (8.3%) | loss: 4.924024 | lrm: 1.00 | dt: 626ms | tok/sec: 837,562 | mfu: 23.4% | epoch: 1 | remaining: 274s    
step 00052 (8.5%) | loss: 4.899515 | lrm: 1.00 | dt: 626ms | tok/sec: 837,141 | mfu: 23.4% | epoch: 1 | remaining: 274s    
step 00053 (8.8%) | loss: 4.876865 | lrm: 1.00 | dt: 626ms | tok/sec: 837,584 | mfu: 23.4% | epoch: 1 | remaining: 273s    
step 00054 (9.0%) | loss: 4.852914 | lrm: 1.00 | dt: 626ms | tok/sec: 836,923 | mfu: 23.4% | epoch: 1 | remaining: 272s    
step 00055 (9.2%) | loss: 4.827837 | lrm: 1.00 | dt: 626ms | tok/sec: 837,030 | mfu: 23.4% | epoch: 1 | remaining: 272s    
step 00056 (9.4%) | loss: 4.804946 | lrm: 1.00 | dt: 626ms | tok/sec: 837,263 | mfu: 23.4% | epoch: 1 | remaining: 271s    
step 00057 (9.6%) | loss: 4.780746 | lrm: 1.00 | dt: 626ms | tok/sec: 837,152 | mfu: 23.4% | epoch: 1 | remaining: 271s    
step 00058 (9.8%) | loss: 4.757610 | lrm: 1.00 | dt: 627ms | tok/sec: 836,457 | mfu: 23.4% | epoch: 1 | remaining: 270s    
step 00059 (10.0%) | loss: 4.728789 | lrm: 1.00 | dt: 627ms | tok/sec: 836,511 | mfu: 23.4% | epoch: 1 | remaining: 269s    
step 00060 (10.2%) | loss: 4.705698 | lrm: 1.00 | dt: 626ms | tok/sec: 837,407 | mfu: 23.4% | epoch: 1 | remaining: 269s    
step 00061 (10.4%) | loss: 4.685079 | lrm: 1.00 | dt: 626ms | tok/sec: 836,971 | mfu: 23.4% | epoch: 1 | remaining: 268s    
step 00062 (10.6%) | loss: 4.660856 | lrm: 1.00 | dt: 626ms | tok/sec: 836,945 | mfu: 23.4% | epoch: 1 | remaining: 267s    
step 00063 (10.8%) | loss: 4.636550 | lrm: 1.00 | dt: 626ms | tok/sec: 837,032 | mfu: 23.4% | epoch: 1 | remaining: 267s    
step 00064 (11.1%) | loss: 4.615057 | lrm: 1.00 | dt: 626ms | tok/sec: 837,256 | mfu: 23.4% | epoch: 1 | remaining: 266s    
step 00065 (11.3%) | loss: 4.595132 | lrm: 1.00 | dt: 626ms | tok/sec: 837,122 | mfu: 23.4% | epoch: 1 | remaining: 266s    
step 00066 (11.5%) | loss: 4.578039 | lrm: 1.00 | dt: 626ms | tok/sec: 837,059 | mfu: 23.4% | epoch: 1 | remaining: 265s    
step 00067 (11.7%) | loss: 4.558976 | lrm: 1.00 | dt: 626ms | tok/sec: 837,007 | mfu: 23.4% | epoch: 1 | remaining: 264s    
step 00068 (11.9%) | loss: 4.539540 | lrm: 1.00 | dt: 626ms | tok/sec: 837,173 | mfu: 23.4% | epoch: 1 | remaining: 264s    
step 00069 (12.1%) | loss: 4.517517 | lrm: 1.00 | dt: 626ms | tok/sec: 836,909 | mfu: 23.4% | epoch: 1 | remaining: 263s    
step 00070 (12.3%) | loss: 4.495846 | lrm: 1.00 | dt: 626ms | tok/sec: 837,012 | mfu: 23.4% | epoch: 1 | remaining: 262s    
step 00071 (12.5%) | loss: 4.468307 | lrm: 1.00 | dt: 626ms | tok/sec: 836,937 | mfu: 23.4% | epoch: 1 | remaining: 262s    
step 00072 (12.7%) | loss: 4.453880 | lrm: 1.00 | dt: 627ms | tok/sec: 836,531 | mfu: 23.4% | epoch: 1 | remaining: 261s    
step 00073 (12.9%) | loss: 4.435728 | lrm: 1.00 | dt: 627ms | tok/sec: 836,739 | mfu: 23.4% | epoch: 1 | remaining: 261s    
step 00074 (13.1%) | loss: 4.413970 | lrm: 1.00 | dt: 627ms | tok/sec: 836,641 | mfu: 23.4% | epoch: 1 | remaining: 260s    
