Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=67 binary=011111
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 2.894100e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 3056ms | tok/sec: 171,550 | mfu: 5.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853480 | lrm: 1.00 | dt: 704ms | tok/sec: 744,984 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.460838 | lrm: 1.00 | dt: 704ms | tok/sec: 744,204 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.001430 | lrm: 1.00 | dt: 704ms | tok/sec: 744,459 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.615027 | lrm: 1.00 | dt: 705ms | tok/sec: 743,732 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.275532 | lrm: 1.00 | dt: 705ms | tok/sec: 743,633 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023093 | lrm: 1.00 | dt: 705ms | tok/sec: 743,498 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.815323 | lrm: 1.00 | dt: 705ms | tok/sec: 743,667 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.638248 | lrm: 1.00 | dt: 706ms | tok/sec: 742,513 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.486807 | lrm: 1.00 | dt: 706ms | tok/sec: 742,500 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.361751 | lrm: 1.00 | dt: 706ms | tok/sec: 742,326 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.254287 | lrm: 1.00 | dt: 706ms | tok/sec: 742,695 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.160685 | lrm: 1.00 | dt: 706ms | tok/sec: 742,698 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.082279 | lrm: 1.00 | dt: 707ms | tok/sec: 741,991 | mfu: 21.7% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.007703 | lrm: 1.00 | dt: 706ms | tok/sec: 742,342 | mfu: 21.7% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.944778 | lrm: 1.00 | dt: 707ms | tok/sec: 741,797 | mfu: 21.7% | epoch: 1 | remaining: 296s    
step 00016 (1.2%) | loss: 5.887095 | lrm: 1.00 | dt: 708ms | tok/sec: 740,855 | mfu: 21.7% | epoch: 1 | remaining: 296s    
step 00017 (1.4%) | loss: 5.834051 | lrm: 1.00 | dt: 708ms | tok/sec: 740,988 | mfu: 21.7% | epoch: 1 | remaining: 295s    
step 00018 (1.6%) | loss: 5.785825 | lrm: 1.00 | dt: 707ms | tok/sec: 741,724 | mfu: 21.7% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 5.744261 | lrm: 1.00 | dt: 708ms | tok/sec: 740,995 | mfu: 21.7% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 5.706227 | lrm: 1.00 | dt: 708ms | tok/sec: 740,865 | mfu: 21.7% | epoch: 1 | remaining: 293s    
step 00021 (2.4%) | loss: 5.668930 | lrm: 1.00 | dt: 709ms | tok/sec: 739,894 | mfu: 21.6% | epoch: 1 | remaining: 292s    
step 00022 (2.6%) | loss: 5.632938 | lrm: 1.00 | dt: 708ms | tok/sec: 740,441 | mfu: 21.7% | epoch: 1 | remaining: 292s    
step 00023 (2.8%) | loss: 5.600286 | lrm: 1.00 | dt: 708ms | tok/sec: 740,935 | mfu: 21.7% | epoch: 1 | remaining: 291s    
step 00024 (3.1%) | loss: 5.568971 | lrm: 1.00 | dt: 708ms | tok/sec: 740,163 | mfu: 21.6% | epoch: 1 | remaining: 290s    
step 00025 (3.3%) | loss: 5.538253 | lrm: 1.00 | dt: 708ms | tok/sec: 740,164 | mfu: 21.6% | epoch: 1 | remaining: 289s    
step 00026 (3.5%) | loss: 5.505130 | lrm: 1.00 | dt: 709ms | tok/sec: 739,620 | mfu: 21.6% | epoch: 1 | remaining: 289s    
step 00027 (3.8%) | loss: 5.476950 | lrm: 1.00 | dt: 709ms | tok/sec: 739,344 | mfu: 21.6% | epoch: 1 | remaining: 288s    
step 00028 (4.0%) | loss: 5.449380 | lrm: 1.00 | dt: 709ms | tok/sec: 739,348 | mfu: 21.6% | epoch: 1 | remaining: 287s    
step 00029 (4.2%) | loss: 5.423977 | lrm: 1.00 | dt: 709ms | tok/sec: 739,614 | mfu: 21.6% | epoch: 1 | remaining: 287s    
step 00030 (4.5%) | loss: 5.397193 | lrm: 1.00 | dt: 708ms | tok/sec: 740,060 | mfu: 21.6% | epoch: 1 | remaining: 286s    
step 00031 (4.7%) | loss: 5.368753 | lrm: 1.00 | dt: 709ms | tok/sec: 739,396 | mfu: 21.6% | epoch: 1 | remaining: 285s    
step 00032 (5.0%) | loss: 5.344209 | lrm: 1.00 | dt: 709ms | tok/sec: 739,525 | mfu: 21.6% | epoch: 1 | remaining: 284s    
step 00033 (5.2%) | loss: 5.316736 | lrm: 1.00 | dt: 710ms | tok/sec: 738,678 | mfu: 21.6% | epoch: 1 | remaining: 284s    
step 00034 (5.4%) | loss: 5.287099 | lrm: 1.00 | dt: 709ms | tok/sec: 739,251 | mfu: 21.6% | epoch: 1 | remaining: 283s    
step 00035 (5.7%) | loss: 5.260481 | lrm: 1.00 | dt: 710ms | tok/sec: 738,216 | mfu: 21.6% | epoch: 1 | remaining: 282s    
step 00036 (5.9%) | loss: 5.237072 | lrm: 1.00 | dt: 709ms | tok/sec: 739,094 | mfu: 21.6% | epoch: 1 | remaining: 282s    
