Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=39 binary=110110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2960ms | tok/sec: 177,141 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185914 | lrm: 1.00 | dt: 647ms | tok/sec: 810,766 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.145076 | lrm: 1.00 | dt: 647ms | tok/sec: 810,226 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.811431 | lrm: 1.00 | dt: 647ms | tok/sec: 810,132 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.500528 | lrm: 1.00 | dt: 647ms | tok/sec: 810,117 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.193472 | lrm: 1.00 | dt: 647ms | tok/sec: 809,941 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.918509 | lrm: 1.00 | dt: 648ms | tok/sec: 809,492 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.681343 | lrm: 1.00 | dt: 647ms | tok/sec: 809,788 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.460792 | lrm: 1.00 | dt: 648ms | tok/sec: 809,220 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.248115 | lrm: 1.00 | dt: 648ms | tok/sec: 809,131 | mfu: 19.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.060202 | lrm: 1.00 | dt: 648ms | tok/sec: 808,781 | mfu: 19.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.892217 | lrm: 1.00 | dt: 648ms | tok/sec: 808,818 | mfu: 19.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.741707 | lrm: 1.00 | dt: 648ms | tok/sec: 808,829 | mfu: 19.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.605791 | lrm: 1.00 | dt: 648ms | tok/sec: 808,548 | mfu: 19.5% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.484274 | lrm: 1.00 | dt: 648ms | tok/sec: 808,794 | mfu: 19.5% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.379485 | lrm: 1.00 | dt: 648ms | tok/sec: 808,784 | mfu: 19.5% | epoch: 1 | remaining: 297s    
step 00016 (1.1%) | loss: 6.283915 | lrm: 1.00 | dt: 648ms | tok/sec: 808,532 | mfu: 19.5% | epoch: 1 | remaining: 296s    
step 00017 (1.3%) | loss: 6.196362 | lrm: 1.00 | dt: 649ms | tok/sec: 808,358 | mfu: 19.5% | epoch: 1 | remaining: 295s    
step 00018 (1.5%) | loss: 6.118370 | lrm: 1.00 | dt: 649ms | tok/sec: 808,376 | mfu: 19.5% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.047563 | lrm: 1.00 | dt: 649ms | tok/sec: 807,429 | mfu: 19.5% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.982999 | lrm: 1.00 | dt: 648ms | tok/sec: 808,522 | mfu: 19.5% | epoch: 1 | remaining: 294s    
step 00021 (2.2%) | loss: 5.923865 | lrm: 1.00 | dt: 649ms | tok/sec: 808,396 | mfu: 19.5% | epoch: 1 | remaining: 293s    
step 00022 (2.4%) | loss: 5.868800 | lrm: 1.00 | dt: 648ms | tok/sec: 808,470 | mfu: 19.5% | epoch: 1 | remaining: 292s    
step 00023 (2.6%) | loss: 5.819875 | lrm: 1.00 | dt: 648ms | tok/sec: 808,544 | mfu: 19.5% | epoch: 1 | remaining: 292s    
step 00024 (2.8%) | loss: 5.774298 | lrm: 1.00 | dt: 649ms | tok/sec: 808,022 | mfu: 19.5% | epoch: 1 | remaining: 291s    
step 00025 (3.0%) | loss: 5.733278 | lrm: 1.00 | dt: 648ms | tok/sec: 808,482 | mfu: 19.5% | epoch: 1 | remaining: 290s    
step 00026 (3.2%) | loss: 5.690805 | lrm: 1.00 | dt: 649ms | tok/sec: 807,848 | mfu: 19.5% | epoch: 1 | remaining: 290s    
step 00027 (3.5%) | loss: 5.654347 | lrm: 1.00 | dt: 649ms | tok/sec: 808,068 | mfu: 19.5% | epoch: 1 | remaining: 289s    
step 00028 (3.7%) | loss: 5.618437 | lrm: 1.00 | dt: 649ms | tok/sec: 808,069 | mfu: 19.5% | epoch: 1 | remaining: 288s    
step 00029 (3.9%) | loss: 5.585635 | lrm: 1.00 | dt: 649ms | tok/sec: 808,059 | mfu: 19.5% | epoch: 1 | remaining: 288s    
step 00030 (4.1%) | loss: 5.551615 | lrm: 1.00 | dt: 649ms | tok/sec: 807,663 | mfu: 19.5% | epoch: 1 | remaining: 287s    
step 00031 (4.3%) | loss: 5.518229 | lrm: 1.00 | dt: 649ms | tok/sec: 808,005 | mfu: 19.5% | epoch: 1 | remaining: 286s    
step 00032 (4.5%) | loss: 5.488302 | lrm: 1.00 | dt: 649ms | tok/sec: 807,943 | mfu: 19.5% | epoch: 1 | remaining: 286s    
step 00033 (4.8%) | loss: 5.454259 | lrm: 1.00 | dt: 649ms | tok/sec: 807,686 | mfu: 19.5% | epoch: 1 | remaining: 285s    
step 00034 (5.0%) | loss: 5.418157 | lrm: 1.00 | dt: 649ms | tok/sec: 808,118 | mfu: 19.5% | epoch: 1 | remaining: 284s    
step 00035 (5.2%) | loss: 5.385389 | lrm: 1.00 | dt: 649ms | tok/sec: 807,757 | mfu: 19.5% | epoch: 1 | remaining: 284s    
step 00036 (5.4%) | loss: 5.356305 | lrm: 1.00 | dt: 649ms | tok/sec: 807,686 | mfu: 19.5% | epoch: 1 | remaining: 283s    
