Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=70 binary=011011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 2.894070e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2862ms | tok/sec: 183,210 | mfu: 5.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853477 | lrm: 1.00 | dt: 695ms | tok/sec: 754,021 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.462285 | lrm: 1.00 | dt: 696ms | tok/sec: 752,966 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.004142 | lrm: 1.00 | dt: 696ms | tok/sec: 753,503 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.609356 | lrm: 1.00 | dt: 695ms | tok/sec: 753,957 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.269868 | lrm: 1.00 | dt: 696ms | tok/sec: 752,959 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.017180 | lrm: 1.00 | dt: 697ms | tok/sec: 752,435 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.810090 | lrm: 1.00 | dt: 697ms | tok/sec: 751,975 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.633722 | lrm: 1.00 | dt: 698ms | tok/sec: 751,013 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.482663 | lrm: 1.00 | dt: 698ms | tok/sec: 751,171 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.357841 | lrm: 1.00 | dt: 697ms | tok/sec: 751,737 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.250854 | lrm: 1.00 | dt: 698ms | tok/sec: 751,617 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.157413 | lrm: 1.00 | dt: 697ms | tok/sec: 751,709 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.078997 | lrm: 1.00 | dt: 699ms | tok/sec: 750,034 | mfu: 21.9% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.003972 | lrm: 1.00 | dt: 698ms | tok/sec: 750,730 | mfu: 22.0% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.941113 | lrm: 1.00 | dt: 698ms | tok/sec: 750,640 | mfu: 22.0% | epoch: 1 | remaining: 297s    
step 00016 (1.2%) | loss: 5.884452 | lrm: 1.00 | dt: 699ms | tok/sec: 749,907 | mfu: 21.9% | epoch: 1 | remaining: 296s    
step 00017 (1.4%) | loss: 5.833194 | lrm: 1.00 | dt: 700ms | tok/sec: 749,235 | mfu: 21.9% | epoch: 1 | remaining: 295s    
step 00018 (1.6%) | loss: 5.787027 | lrm: 1.00 | dt: 700ms | tok/sec: 749,408 | mfu: 21.9% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 5.747483 | lrm: 1.00 | dt: 700ms | tok/sec: 749,214 | mfu: 21.9% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 5.711562 | lrm: 1.00 | dt: 700ms | tok/sec: 748,701 | mfu: 21.9% | epoch: 1 | remaining: 293s    
step 00021 (2.3%) | loss: 5.677007 | lrm: 1.00 | dt: 700ms | tok/sec: 749,284 | mfu: 21.9% | epoch: 1 | remaining: 292s    
step 00022 (2.6%) | loss: 5.644126 | lrm: 1.00 | dt: 700ms | tok/sec: 748,523 | mfu: 21.9% | epoch: 1 | remaining: 292s    
step 00023 (2.8%) | loss: 5.615473 | lrm: 1.00 | dt: 700ms | tok/sec: 748,680 | mfu: 21.9% | epoch: 1 | remaining: 291s    
step 00024 (3.0%) | loss: 5.588941 | lrm: 1.00 | dt: 700ms | tok/sec: 749,146 | mfu: 21.9% | epoch: 1 | remaining: 290s    
step 00025 (3.3%) | loss: 5.563895 | lrm: 1.00 | dt: 700ms | tok/sec: 748,489 | mfu: 21.9% | epoch: 1 | remaining: 290s    
step 00026 (3.5%) | loss: 5.537216 | lrm: 1.00 | dt: 700ms | tok/sec: 748,734 | mfu: 21.9% | epoch: 1 | remaining: 289s    
step 00027 (3.7%) | loss: 5.515476 | lrm: 1.00 | dt: 700ms | tok/sec: 749,277 | mfu: 21.9% | epoch: 1 | remaining: 288s    
step 00028 (4.0%) | loss: 5.493782 | lrm: 1.00 | dt: 701ms | tok/sec: 748,371 | mfu: 21.9% | epoch: 1 | remaining: 287s    
step 00029 (4.2%) | loss: 5.473818 | lrm: 1.00 | dt: 700ms | tok/sec: 749,175 | mfu: 21.9% | epoch: 1 | remaining: 287s    
step 00030 (4.4%) | loss: 5.452382 | lrm: 1.00 | dt: 700ms | tok/sec: 749,176 | mfu: 21.9% | epoch: 1 | remaining: 286s    
step 00031 (4.7%) | loss: 5.430382 | lrm: 1.00 | dt: 700ms | tok/sec: 748,875 | mfu: 21.9% | epoch: 1 | remaining: 285s    
step 00032 (4.9%) | loss: 5.413183 | lrm: 1.00 | dt: 700ms | tok/sec: 749,105 | mfu: 21.9% | epoch: 1 | remaining: 285s    
step 00033 (5.1%) | loss: 5.394699 | lrm: 1.00 | dt: 702ms | tok/sec: 747,360 | mfu: 21.9% | epoch: 1 | remaining: 284s    
step 00034 (5.4%) | loss: 5.371957 | lrm: 1.00 | dt: 702ms | tok/sec: 746,946 | mfu: 21.8% | epoch: 1 | remaining: 283s    
step 00035 (5.6%) | loss: 5.353322 | lrm: 1.00 | dt: 701ms | tok/sec: 747,516 | mfu: 21.9% | epoch: 1 | remaining: 283s    
step 00036 (5.8%) | loss: 5.338176 | lrm: 1.00 | dt: 701ms | tok/sec: 747,483 | mfu: 21.9% | epoch: 1 | remaining: 282s    
step 00037 (6.1%) | loss: 5.319846 | lrm: 1.00 | dt: 701ms | tok/sec: 747,550 | mfu: 21.9% | epoch: 1 | remaining: 281s    
step 00038 (6.3%) | loss: 5.301278 | lrm: 1.00 | dt: 703ms | tok/sec: 746,200 | mfu: 21.8% | epoch: 1 | remaining: 280s    
step 00039 (6.5%) | loss: 5.279149 | lrm: 1.00 | dt: 702ms | tok/sec: 746,674 | mfu: 21.8% | epoch: 1 | remaining: 280s    
step 00040 (6.8%) | loss: 5.257705 | lrm: 1.00 | dt: 703ms | tok/sec: 746,168 | mfu: 21.8% | epoch: 1 | remaining: 279s    
step 00041 (7.0%) | loss: 5.239491 | lrm: 1.00 | dt: 703ms | tok/sec: 745,272 | mfu: 21.8% | epoch: 1 | remaining: 278s    
step 00042 (7.2%) | loss: 5.223503 | lrm: 1.00 | dt: 702ms | tok/sec: 746,904 | mfu: 21.8% | epoch: 1 | remaining: 278s    
step 00043 (7.5%) | loss: 5.201689 | lrm: 1.00 | dt: 704ms | tok/sec: 745,039 | mfu: 21.8% | epoch: 1 | remaining: 277s    
step 00044 (7.7%) | loss: 5.181192 | lrm: 1.00 | dt: 703ms | tok/sec: 745,849 | mfu: 21.8% | epoch: 1 | remaining: 276s    
step 00045 (7.9%) | loss: 5.160900 | lrm: 1.00 | dt: 704ms | tok/sec: 745,130 | mfu: 21.8% | epoch: 1 | remaining: 275s    
step 00046 (8.2%) | loss: 5.143600 | lrm: 1.00 | dt: 704ms | tok/sec: 744,666 | mfu: 21.8% | epoch: 1 | remaining: 275s    
step 00047 (8.4%) | loss: 5.123168 | lrm: 1.00 | dt: 705ms | tok/sec: 743,952 | mfu: 21.8% | epoch: 1 | remaining: 274s    
step 00048 (8.6%) | loss: 5.107082 | lrm: 1.00 | dt: 704ms | tok/sec: 744,544 | mfu: 21.8% | epoch: 1 | remaining: 273s    
step 00049 (8.9%) | loss: 5.087561 | lrm: 1.00 | dt: 703ms | tok/sec: 745,516 | mfu: 21.8% | epoch: 1 | remaining: 273s    
