Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=2 binary=111110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 2.894100e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 18286ms | tok/sec: 28,671 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191311 | lrm: 1.00 | dt: 763ms | tok/sec: 687,142 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.953292 | lrm: 1.00 | dt: 763ms | tok/sec: 687,048 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.520936 | lrm: 1.00 | dt: 763ms | tok/sec: 687,015 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.107150 | lrm: 1.00 | dt: 763ms | tok/sec: 686,913 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.729622 | lrm: 1.00 | dt: 763ms | tok/sec: 686,700 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.431085 | lrm: 1.00 | dt: 764ms | tok/sec: 686,492 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.185348 | lrm: 1.00 | dt: 764ms | tok/sec: 686,194 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.973789 | lrm: 1.00 | dt: 764ms | tok/sec: 686,002 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.789705 | lrm: 1.00 | dt: 764ms | tok/sec: 686,092 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.634393 | lrm: 1.00 | dt: 764ms | tok/sec: 685,922 | mfu: 20.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.500325 | lrm: 1.00 | dt: 764ms | tok/sec: 685,917 | mfu: 20.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.382836 | lrm: 1.00 | dt: 765ms | tok/sec: 685,711 | mfu: 20.1% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.283455 | lrm: 1.00 | dt: 765ms | tok/sec: 685,407 | mfu: 20.0% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.190228 | lrm: 1.00 | dt: 765ms | tok/sec: 685,112 | mfu: 20.0% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.110772 | lrm: 1.00 | dt: 765ms | tok/sec: 685,320 | mfu: 20.0% | epoch: 1 | remaining: 296s    
step 00016 (1.3%) | loss: 6.038662 | lrm: 1.00 | dt: 765ms | tok/sec: 685,207 | mfu: 20.0% | epoch: 1 | remaining: 295s    
step 00017 (1.5%) | loss: 5.972889 | lrm: 1.00 | dt: 765ms | tok/sec: 685,446 | mfu: 20.0% | epoch: 1 | remaining: 295s    
step 00018 (1.8%) | loss: 5.913857 | lrm: 1.00 | dt: 765ms | tok/sec: 685,227 | mfu: 20.0% | epoch: 1 | remaining: 294s    
step 00019 (2.0%) | loss: 5.862020 | lrm: 1.00 | dt: 765ms | tok/sec: 685,002 | mfu: 20.0% | epoch: 1 | remaining: 293s    
step 00020 (2.3%) | loss: 5.813960 | lrm: 1.00 | dt: 765ms | tok/sec: 684,941 | mfu: 20.0% | epoch: 1 | remaining: 292s    
step 00021 (2.6%) | loss: 5.767876 | lrm: 1.00 | dt: 766ms | tok/sec: 684,742 | mfu: 20.0% | epoch: 1 | remaining: 292s    
step 00022 (2.8%) | loss: 5.723938 | lrm: 1.00 | dt: 766ms | tok/sec: 684,228 | mfu: 20.0% | epoch: 1 | remaining: 291s    
step 00023 (3.1%) | loss: 5.684029 | lrm: 1.00 | dt: 766ms | tok/sec: 684,275 | mfu: 20.0% | epoch: 1 | remaining: 290s    
step 00024 (3.3%) | loss: 5.645293 | lrm: 1.00 | dt: 766ms | tok/sec: 684,403 | mfu: 20.0% | epoch: 1 | remaining: 289s    
step 00025 (3.6%) | loss: 5.608102 | lrm: 1.00 | dt: 766ms | tok/sec: 684,190 | mfu: 20.0% | epoch: 1 | remaining: 289s    
step 00026 (3.8%) | loss: 5.567558 | lrm: 1.00 | dt: 767ms | tok/sec: 683,567 | mfu: 20.0% | epoch: 1 | remaining: 288s    
step 00027 (4.1%) | loss: 5.533079 | lrm: 1.00 | dt: 767ms | tok/sec: 683,679 | mfu: 20.0% | epoch: 1 | remaining: 287s    
step 00028 (4.3%) | loss: 5.500929 | lrm: 1.00 | dt: 766ms | tok/sec: 684,530 | mfu: 20.0% | epoch: 1 | remaining: 286s    
step 00029 (4.6%) | loss: 5.469542 | lrm: 1.00 | dt: 767ms | tok/sec: 683,871 | mfu: 20.0% | epoch: 1 | remaining: 285s    
step 00030 (4.8%) | loss: 5.437366 | lrm: 1.00 | dt: 766ms | tok/sec: 684,346 | mfu: 20.0% | epoch: 1 | remaining: 285s    
step 00031 (5.1%) | loss: 5.404236 | lrm: 1.00 | dt: 767ms | tok/sec: 683,976 | mfu: 20.0% | epoch: 1 | remaining: 284s    
step 00032 (5.4%) | loss: 5.372285 | lrm: 1.00 | dt: 767ms | tok/sec: 683,703 | mfu: 20.0% | epoch: 1 | remaining: 283s    
step 00033 (5.6%) | loss: 5.337921 | lrm: 1.00 | dt: 767ms | tok/sec: 683,702 | mfu: 20.0% | epoch: 1 | remaining: 282s    
step 00034 (5.9%) | loss: 5.302764 | lrm: 1.00 | dt: 767ms | tok/sec: 683,573 | mfu: 20.0% | epoch: 1 | remaining: 282s    
step 00035 (6.1%) | loss: 5.271241 | lrm: 1.00 | dt: 767ms | tok/sec: 683,426 | mfu: 20.0% | epoch: 1 | remaining: 281s    
step 00036 (6.4%) | loss: 5.243240 | lrm: 1.00 | dt: 767ms | tok/sec: 683,114 | mfu: 20.0% | epoch: 1 | remaining: 280s    
