Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=87 binary=110101
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2873ms | tok/sec: 182,457 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185751 | lrm: 1.00 | dt: 623ms | tok/sec: 841,671 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.144972 | lrm: 1.00 | dt: 623ms | tok/sec: 841,025 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.810499 | lrm: 1.00 | dt: 623ms | tok/sec: 841,213 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.499602 | lrm: 1.00 | dt: 623ms | tok/sec: 841,120 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.189990 | lrm: 1.00 | dt: 624ms | tok/sec: 840,821 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.916354 | lrm: 1.00 | dt: 624ms | tok/sec: 840,767 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.683641 | lrm: 1.00 | dt: 624ms | tok/sec: 840,380 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.461157 | lrm: 1.00 | dt: 624ms | tok/sec: 840,404 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.247615 | lrm: 1.00 | dt: 624ms | tok/sec: 840,235 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.059052 | lrm: 1.00 | dt: 624ms | tok/sec: 839,956 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.891353 | lrm: 1.00 | dt: 624ms | tok/sec: 839,750 | mfu: 20.3% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.738848 | lrm: 1.00 | dt: 624ms | tok/sec: 839,613 | mfu: 20.3% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.601166 | lrm: 1.00 | dt: 624ms | tok/sec: 839,729 | mfu: 20.3% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.483073 | lrm: 1.00 | dt: 625ms | tok/sec: 838,917 | mfu: 20.3% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 6.375315 | lrm: 1.00 | dt: 625ms | tok/sec: 839,159 | mfu: 20.3% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 6.278450 | lrm: 1.00 | dt: 625ms | tok/sec: 839,086 | mfu: 20.3% | epoch: 1 | remaining: 296s    
step 00017 (1.2%) | loss: 6.189244 | lrm: 1.00 | dt: 625ms | tok/sec: 839,187 | mfu: 20.3% | epoch: 1 | remaining: 296s    
step 00018 (1.5%) | loss: 6.108876 | lrm: 1.00 | dt: 625ms | tok/sec: 839,136 | mfu: 20.3% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.039102 | lrm: 1.00 | dt: 625ms | tok/sec: 839,091 | mfu: 20.3% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.976540 | lrm: 1.00 | dt: 625ms | tok/sec: 838,977 | mfu: 20.3% | epoch: 1 | remaining: 294s    
step 00021 (2.1%) | loss: 5.918659 | lrm: 1.00 | dt: 625ms | tok/sec: 839,217 | mfu: 20.3% | epoch: 1 | remaining: 293s    
step 00022 (2.3%) | loss: 5.865819 | lrm: 1.00 | dt: 625ms | tok/sec: 838,798 | mfu: 20.3% | epoch: 1 | remaining: 293s    
step 00023 (2.5%) | loss: 5.818643 | lrm: 1.00 | dt: 625ms | tok/sec: 838,832 | mfu: 20.3% | epoch: 1 | remaining: 292s    
step 00024 (2.7%) | loss: 5.774018 | lrm: 1.00 | dt: 625ms | tok/sec: 838,484 | mfu: 20.3% | epoch: 1 | remaining: 291s    
step 00025 (2.9%) | loss: 5.731903 | lrm: 1.00 | dt: 625ms | tok/sec: 838,381 | mfu: 20.3% | epoch: 1 | remaining: 291s    
step 00026 (3.1%) | loss: 5.689494 | lrm: 1.00 | dt: 625ms | tok/sec: 838,677 | mfu: 20.3% | epoch: 1 | remaining: 290s    
step 00027 (3.3%) | loss: 5.653395 | lrm: 1.00 | dt: 625ms | tok/sec: 838,649 | mfu: 20.3% | epoch: 1 | remaining: 289s    
step 00028 (3.5%) | loss: 5.617759 | lrm: 1.00 | dt: 626ms | tok/sec: 838,054 | mfu: 20.2% | epoch: 1 | remaining: 289s    
step 00029 (3.7%) | loss: 5.583696 | lrm: 1.00 | dt: 625ms | tok/sec: 838,606 | mfu: 20.3% | epoch: 1 | remaining: 288s    
step 00030 (4.0%) | loss: 5.550723 | lrm: 1.00 | dt: 625ms | tok/sec: 838,540 | mfu: 20.3% | epoch: 1 | remaining: 288s    
step 00031 (4.2%) | loss: 5.514770 | lrm: 1.00 | dt: 625ms | tok/sec: 838,343 | mfu: 20.3% | epoch: 1 | remaining: 287s    
step 00032 (4.4%) | loss: 5.482063 | lrm: 1.00 | dt: 625ms | tok/sec: 838,505 | mfu: 20.3% | epoch: 1 | remaining: 286s    
step 00033 (4.6%) | loss: 5.448446 | lrm: 1.00 | dt: 626ms | tok/sec: 838,116 | mfu: 20.3% | epoch: 1 | remaining: 286s    
step 00034 (4.8%) | loss: 5.412017 | lrm: 1.00 | dt: 626ms | tok/sec: 838,121 | mfu: 20.3% | epoch: 1 | remaining: 285s    
step 00035 (5.0%) | loss: 5.378469 | lrm: 1.00 | dt: 626ms | tok/sec: 838,025 | mfu: 20.2% | epoch: 1 | remaining: 284s    
step 00036 (5.2%) | loss: 5.347617 | lrm: 1.00 | dt: 625ms | tok/sec: 838,411 | mfu: 20.3% | epoch: 1 | remaining: 284s    
step 00037 (5.4%) | loss: 5.317076 | lrm: 1.00 | dt: 625ms | tok/sec: 838,315 | mfu: 20.3% | epoch: 1 | remaining: 283s    
step 00038 (5.6%) | loss: 5.286254 | lrm: 1.00 | dt: 625ms | tok/sec: 838,196 | mfu: 20.3% | epoch: 1 | remaining: 282s    
step 00039 (5.8%) | loss: 5.251581 | lrm: 1.00 | dt: 626ms | tok/sec: 838,136 | mfu: 20.3% | epoch: 1 | remaining: 282s    
step 00040 (6.0%) | loss: 5.219361 | lrm: 1.00 | dt: 626ms | tok/sec: 837,960 | mfu: 20.2% | epoch: 1 | remaining: 281s    
step 00041 (6.3%) | loss: 5.191433 | lrm: 1.00 | dt: 626ms | tok/sec: 837,882 | mfu: 20.2% | epoch: 1 | remaining: 281s    
step 00042 (6.5%) | loss: 5.164851 | lrm: 1.00 | dt: 626ms | tok/sec: 837,754 | mfu: 20.2% | epoch: 1 | remaining: 280s    
step 00043 (6.7%) | loss: 5.133783 | lrm: 1.00 | dt: 626ms | tok/sec: 838,059 | mfu: 20.2% | epoch: 1 | remaining: 279s    
step 00044 (6.9%) | loss: 5.106971 | lrm: 1.00 | dt: 626ms | tok/sec: 837,719 | mfu: 20.2% | epoch: 1 | remaining: 279s    
step 00045 (7.1%) | loss: 5.077972 | lrm: 1.00 | dt: 626ms | tok/sec: 837,593 | mfu: 20.2% | epoch: 1 | remaining: 278s    
