Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=4 binary=010000
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 11293ms | tok/sec: 46,427 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854863 | lrm: 1.00 | dt: 563ms | tok/sec: 930,658 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.445495 | lrm: 1.00 | dt: 564ms | tok/sec: 929,760 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.979636 | lrm: 1.00 | dt: 564ms | tok/sec: 929,872 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.586984 | lrm: 1.00 | dt: 564ms | tok/sec: 930,223 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.256408 | lrm: 1.00 | dt: 564ms | tok/sec: 930,002 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.005373 | lrm: 1.00 | dt: 564ms | tok/sec: 930,021 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.794901 | lrm: 1.00 | dt: 565ms | tok/sec: 928,376 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.614795 | lrm: 1.00 | dt: 565ms | tok/sec: 927,973 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.462586 | lrm: 1.00 | dt: 564ms | tok/sec: 929,020 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.332688 | lrm: 1.00 | dt: 564ms | tok/sec: 929,300 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.224373 | lrm: 1.00 | dt: 565ms | tok/sec: 927,142 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.128055 | lrm: 1.00 | dt: 565ms | tok/sec: 927,508 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.042036 | lrm: 1.00 | dt: 565ms | tok/sec: 928,718 | mfu: 22.4% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 5.969695 | lrm: 1.00 | dt: 564ms | tok/sec: 928,903 | mfu: 22.4% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 5.904437 | lrm: 1.00 | dt: 566ms | tok/sec: 926,917 | mfu: 22.4% | epoch: 1 | remaining: 297s    
step 00016 (0.9%) | loss: 5.845974 | lrm: 1.00 | dt: 565ms | tok/sec: 927,124 | mfu: 22.4% | epoch: 1 | remaining: 297s    
step 00017 (1.1%) | loss: 5.793313 | lrm: 1.00 | dt: 565ms | tok/sec: 927,979 | mfu: 22.4% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.746833 | lrm: 1.00 | dt: 565ms | tok/sec: 927,810 | mfu: 22.4% | epoch: 1 | remaining: 295s    
step 00019 (1.5%) | loss: 5.704102 | lrm: 1.00 | dt: 566ms | tok/sec: 925,661 | mfu: 22.4% | epoch: 1 | remaining: 295s    
step 00020 (1.7%) | loss: 5.665061 | lrm: 1.00 | dt: 566ms | tok/sec: 926,697 | mfu: 22.4% | epoch: 1 | remaining: 294s    
step 00021 (1.9%) | loss: 5.628878 | lrm: 1.00 | dt: 565ms | tok/sec: 927,598 | mfu: 22.4% | epoch: 1 | remaining: 294s    
step 00022 (2.1%) | loss: 5.597384 | lrm: 1.00 | dt: 566ms | tok/sec: 925,871 | mfu: 22.4% | epoch: 1 | remaining: 293s    
step 00023 (2.3%) | loss: 5.565077 | lrm: 1.00 | dt: 566ms | tok/sec: 925,639 | mfu: 22.4% | epoch: 1 | remaining: 293s    
step 00024 (2.5%) | loss: 5.534504 | lrm: 1.00 | dt: 565ms | tok/sec: 927,549 | mfu: 22.4% | epoch: 1 | remaining: 292s    
step 00025 (2.6%) | loss: 5.508480 | lrm: 1.00 | dt: 566ms | tok/sec: 927,091 | mfu: 22.4% | epoch: 1 | remaining: 292s    
step 00026 (2.8%) | loss: 5.483422 | lrm: 1.00 | dt: 567ms | tok/sec: 924,593 | mfu: 22.3% | epoch: 1 | remaining: 291s    
step 00027 (3.0%) | loss: 5.460705 | lrm: 1.00 | dt: 566ms | tok/sec: 926,876 | mfu: 22.4% | epoch: 1 | remaining: 290s    
step 00028 (3.2%) | loss: 5.439896 | lrm: 1.00 | dt: 565ms | tok/sec: 927,135 | mfu: 22.4% | epoch: 1 | remaining: 290s    
step 00029 (3.4%) | loss: 5.420565 | lrm: 1.00 | dt: 567ms | tok/sec: 924,348 | mfu: 22.3% | epoch: 1 | remaining: 289s    
step 00030 (3.6%) | loss: 5.399332 | lrm: 1.00 | dt: 566ms | tok/sec: 925,904 | mfu: 22.4% | epoch: 1 | remaining: 289s    
step 00031 (3.8%) | loss: 5.378924 | lrm: 1.00 | dt: 566ms | tok/sec: 927,023 | mfu: 22.4% | epoch: 1 | remaining: 288s    
step 00032 (4.0%) | loss: 5.360457 | lrm: 1.00 | dt: 567ms | tok/sec: 924,262 | mfu: 22.3% | epoch: 1 | remaining: 288s    
step 00033 (4.1%) | loss: 5.344589 | lrm: 1.00 | dt: 566ms | tok/sec: 925,602 | mfu: 22.4% | epoch: 1 | remaining: 287s    
step 00034 (4.3%) | loss: 5.325689 | lrm: 1.00 | dt: 566ms | tok/sec: 926,675 | mfu: 22.4% | epoch: 1 | remaining: 286s    
step 00035 (4.5%) | loss: 5.309557 | lrm: 1.00 | dt: 568ms | tok/sec: 923,823 | mfu: 22.3% | epoch: 1 | remaining: 286s    
step 00036 (4.7%) | loss: 5.292317 | lrm: 1.00 | dt: 567ms | tok/sec: 924,869 | mfu: 22.3% | epoch: 1 | remaining: 285s    
