Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=48 binary=001010
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 3.271557e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2898ms | tok/sec: 180,935 | mfu: 6.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853443 | lrm: 1.00 | dt: 696ms | tok/sec: 753,776 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.462376 | lrm: 1.00 | dt: 695ms | tok/sec: 754,001 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.004320 | lrm: 1.00 | dt: 696ms | tok/sec: 753,443 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.603588 | lrm: 1.00 | dt: 696ms | tok/sec: 753,064 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.265626 | lrm: 1.00 | dt: 696ms | tok/sec: 752,765 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.012220 | lrm: 1.00 | dt: 698ms | tok/sec: 751,647 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.804278 | lrm: 1.00 | dt: 697ms | tok/sec: 751,887 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.627746 | lrm: 1.00 | dt: 696ms | tok/sec: 752,866 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.476538 | lrm: 1.00 | dt: 697ms | tok/sec: 752,217 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.351832 | lrm: 1.00 | dt: 697ms | tok/sec: 752,151 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.245104 | lrm: 1.00 | dt: 698ms | tok/sec: 751,037 | mfu: 24.8% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.152041 | lrm: 1.00 | dt: 698ms | tok/sec: 751,022 | mfu: 24.8% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.073956 | lrm: 1.00 | dt: 699ms | tok/sec: 750,447 | mfu: 24.8% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 5.999343 | lrm: 1.00 | dt: 700ms | tok/sec: 748,998 | mfu: 24.8% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.936666 | lrm: 1.00 | dt: 699ms | tok/sec: 749,857 | mfu: 24.8% | epoch: 1 | remaining: 297s    
step 00016 (1.2%) | loss: 5.879579 | lrm: 1.00 | dt: 699ms | tok/sec: 749,606 | mfu: 24.8% | epoch: 1 | remaining: 296s    
step 00017 (1.4%) | loss: 5.828098 | lrm: 1.00 | dt: 700ms | tok/sec: 749,105 | mfu: 24.8% | epoch: 1 | remaining: 295s    
step 00018 (1.6%) | loss: 5.782405 | lrm: 1.00 | dt: 700ms | tok/sec: 749,307 | mfu: 24.8% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 5.743495 | lrm: 1.00 | dt: 700ms | tok/sec: 748,874 | mfu: 24.8% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 5.707896 | lrm: 1.00 | dt: 701ms | tok/sec: 748,381 | mfu: 24.7% | epoch: 1 | remaining: 293s    
step 00021 (2.3%) | loss: 5.673564 | lrm: 1.00 | dt: 700ms | tok/sec: 748,478 | mfu: 24.7% | epoch: 1 | remaining: 292s    
step 00022 (2.6%) | loss: 5.640894 | lrm: 1.00 | dt: 700ms | tok/sec: 748,482 | mfu: 24.7% | epoch: 1 | remaining: 292s    
step 00023 (2.8%) | loss: 5.612172 | lrm: 1.00 | dt: 701ms | tok/sec: 748,410 | mfu: 24.7% | epoch: 1 | remaining: 291s    
step 00024 (3.0%) | loss: 5.585280 | lrm: 1.00 | dt: 700ms | tok/sec: 748,630 | mfu: 24.8% | epoch: 1 | remaining: 290s    
step 00025 (3.3%) | loss: 5.559947 | lrm: 1.00 | dt: 701ms | tok/sec: 748,057 | mfu: 24.7% | epoch: 1 | remaining: 290s    
step 00026 (3.5%) | loss: 5.532657 | lrm: 1.00 | dt: 701ms | tok/sec: 747,556 | mfu: 24.7% | epoch: 1 | remaining: 289s    
step 00027 (3.7%) | loss: 5.510374 | lrm: 1.00 | dt: 701ms | tok/sec: 747,465 | mfu: 24.7% | epoch: 1 | remaining: 288s    
step 00028 (4.0%) | loss: 5.488402 | lrm: 1.00 | dt: 701ms | tok/sec: 748,100 | mfu: 24.7% | epoch: 1 | remaining: 287s    
step 00029 (4.2%) | loss: 5.468053 | lrm: 1.00 | dt: 700ms | tok/sec: 748,684 | mfu: 24.8% | epoch: 1 | remaining: 287s    
step 00030 (4.4%) | loss: 5.446018 | lrm: 1.00 | dt: 700ms | tok/sec: 748,497 | mfu: 24.7% | epoch: 1 | remaining: 286s    
step 00031 (4.7%) | loss: 5.423331 | lrm: 1.00 | dt: 702ms | tok/sec: 747,350 | mfu: 24.7% | epoch: 1 | remaining: 285s    
step 00032 (4.9%) | loss: 5.406145 | lrm: 1.00 | dt: 701ms | tok/sec: 747,487 | mfu: 24.7% | epoch: 1 | remaining: 285s    
step 00033 (5.1%) | loss: 5.386793 | lrm: 1.00 | dt: 702ms | tok/sec: 747,258 | mfu: 24.7% | epoch: 1 | remaining: 284s    
step 00034 (5.4%) | loss: 5.362515 | lrm: 1.00 | dt: 701ms | tok/sec: 747,813 | mfu: 24.7% | epoch: 1 | remaining: 283s    
step 00035 (5.6%) | loss: 5.341169 | lrm: 1.00 | dt: 702ms | tok/sec: 746,525 | mfu: 24.7% | epoch: 1 | remaining: 282s    
step 00036 (5.8%) | loss: 5.323578 | lrm: 1.00 | dt: 702ms | tok/sec: 746,729 | mfu: 24.7% | epoch: 1 | remaining: 282s    
step 00037 (6.1%) | loss: 5.304091 | lrm: 1.00 | dt: 702ms | tok/sec: 746,916 | mfu: 24.7% | epoch: 1 | remaining: 281s    
step 00038 (6.3%) | loss: 5.286768 | lrm: 1.00 | dt: 703ms | tok/sec: 746,302 | mfu: 24.7% | epoch: 1 | remaining: 280s    
step 00039 (6.5%) | loss: 5.264858 | lrm: 1.00 | dt: 704ms | tok/sec: 744,696 | mfu: 24.6% | epoch: 1 | remaining: 280s    
step 00040 (6.8%) | loss: 5.242148 | lrm: 1.00 | dt: 702ms | tok/sec: 746,858 | mfu: 24.7% | epoch: 1 | remaining: 279s    
step 00041 (7.0%) | loss: 5.222856 | lrm: 1.00 | dt: 703ms | tok/sec: 745,834 | mfu: 24.7% | epoch: 1 | remaining: 278s    
step 00042 (7.2%) | loss: 5.205482 | lrm: 1.00 | dt: 703ms | tok/sec: 745,588 | mfu: 24.7% | epoch: 1 | remaining: 278s    
step 00043 (7.5%) | loss: 5.183120 | lrm: 1.00 | dt: 703ms | tok/sec: 745,310 | mfu: 24.6% | epoch: 1 | remaining: 277s    
step 00044 (7.7%) | loss: 5.163033 | lrm: 1.00 | dt: 703ms | tok/sec: 745,617 | mfu: 24.7% | epoch: 1 | remaining: 276s    
step 00045 (7.9%) | loss: 5.142628 | lrm: 1.00 | dt: 704ms | tok/sec: 744,911 | mfu: 24.6% | epoch: 1 | remaining: 275s    
step 00046 (8.2%) | loss: 5.122747 | lrm: 1.00 | dt: 704ms | tok/sec: 745,125 | mfu: 24.6% | epoch: 1 | remaining: 275s    
step 00047 (8.4%) | loss: 5.099681 | lrm: 1.00 | dt: 705ms | tok/sec: 743,891 | mfu: 24.6% | epoch: 1 | remaining: 274s    
step 00048 (8.6%) | loss: 5.083687 | lrm: 1.00 | dt: 703ms | tok/sec: 745,597 | mfu: 24.7% | epoch: 1 | remaining: 273s    
step 00049 (8.9%) | loss: 5.064654 | lrm: 1.00 | dt: 704ms | tok/sec: 744,755 | mfu: 24.6% | epoch: 1 | remaining: 273s    
step 00050 (9.1%) | loss: 5.042403 | lrm: 1.00 | dt: 705ms | tok/sec: 743,952 | mfu: 24.6% | epoch: 1 | remaining: 272s    
step 00051 (9.4%) | loss: 5.026423 | lrm: 1.00 | dt: 705ms | tok/sec: 744,104 | mfu: 24.6% | epoch: 1 | remaining: 271s    
step 00052 (9.6%) | loss: 5.009458 | lrm: 1.00 | dt: 704ms | tok/sec: 744,238 | mfu: 24.6% | epoch: 1 | remaining: 271s    
step 00053 (9.8%) | loss: 4.993962 | lrm: 1.00 | dt: 705ms | tok/sec: 743,409 | mfu: 24.6% | epoch: 1 | remaining: 270s    
step 00054 (10.1%) | loss: 4.974311 | lrm: 1.00 | dt: 705ms | tok/sec: 743,831 | mfu: 24.6% | epoch: 1 | remaining: 269s    
step 00055 (10.3%) | loss: 4.951602 | lrm: 1.00 | dt: 705ms | tok/sec: 743,947 | mfu: 24.6% | epoch: 1 | remaining: 268s    
step 00056 (10.5%) | loss: 4.933529 | lrm: 1.00 | dt: 705ms | tok/sec: 743,540 | mfu: 24.6% | epoch: 1 | remaining: 268s    
step 00057 (10.8%) | loss: 4.916257 | lrm: 1.00 | dt: 705ms | tok/sec: 743,156 | mfu: 24.6% | epoch: 1 | remaining: 267s    
step 00058 (11.0%) | loss: 4.898135 | lrm: 1.00 | dt: 705ms | tok/sec: 743,284 | mfu: 24.6% | epoch: 1 | remaining: 266s    
step 00059 (11.2%) | loss: 4.875152 | lrm: 1.00 | dt: 705ms | tok/sec: 743,749 | mfu: 24.6% | epoch: 1 | remaining: 266s    
step 00060 (11.5%) | loss: 4.857965 | lrm: 1.00 | dt: 705ms | tok/sec: 743,662 | mfu: 24.6% | epoch: 1 | remaining: 265s    
step 00061 (11.7%) | loss: 4.840535 | lrm: 1.00 | dt: 706ms | tok/sec: 742,148 | mfu: 24.5% | epoch: 1 | remaining: 264s    
step 00062 (11.9%) | loss: 4.822732 | lrm: 1.00 | dt: 706ms | tok/sec: 742,562 | mfu: 24.6% | epoch: 1 | remaining: 263s    
step 00063 (12.2%) | loss: 4.804107 | lrm: 1.00 | dt: 706ms | tok/sec: 742,348 | mfu: 24.5% | epoch: 1 | remaining: 263s    
step 00064 (12.4%) | loss: 4.784455 | lrm: 1.00 | dt: 706ms | tok/sec: 742,308 | mfu: 24.5% | epoch: 1 | remaining: 262s    
step 00065 (12.6%) | loss: 4.767265 | lrm: 1.00 | dt: 706ms | tok/sec: 742,441 | mfu: 24.5% | epoch: 1 | remaining: 261s    
step 00066 (12.9%) | loss: 4.751086 | lrm: 1.00 | dt: 706ms | tok/sec: 742,919 | mfu: 24.6% | epoch: 1 | remaining: 261s    
step 00067 (13.1%) | loss: 4.734284 | lrm: 1.00 | dt: 707ms | tok/sec: 741,427 | mfu: 24.5% | epoch: 1 | remaining: 260s    
step 00068 (13.4%) | loss: 4.717164 | lrm: 1.00 | dt: 708ms | tok/sec: 740,869 | mfu: 24.5% | epoch: 1 | remaining: 259s    
step 00069 (13.6%) | loss: 4.697000 | lrm: 1.00 | dt: 708ms | tok/sec: 740,718 | mfu: 24.5% | epoch: 1 | remaining: 259s    
step 00070 (13.8%) | loss: 4.676090 | lrm: 1.00 | dt: 708ms | tok/sec: 740,414 | mfu: 24.5% | epoch: 1 | remaining: 258s    
step 00071 (14.1%) | loss: 4.650266 | lrm: 1.00 | dt: 707ms | tok/sec: 741,281 | mfu: 24.5% | epoch: 1 | remaining: 257s    
step 00072 (14.3%) | loss: 4.636690 | lrm: 1.00 | dt: 707ms | tok/sec: 741,481 | mfu: 24.5% | epoch: 1 | remaining: 256s    
step 00073 (14.5%) | loss: 4.621120 | lrm: 1.00 | dt: 709ms | tok/sec: 739,313 | mfu: 24.4% | epoch: 1 | remaining: 256s    
step 00074 (14.8%) | loss: 4.600917 | lrm: 1.00 | dt: 709ms | tok/sec: 739,714 | mfu: 24.5% | epoch: 1 | remaining: 255s    
step 00075 (15.0%) | loss: 4.582853 | lrm: 1.00 | dt: 713ms | tok/sec: 735,744 | mfu: 24.3% | epoch: 1 | remaining: 254s    
step 00076 (15.2%) | loss: 4.565272 | lrm: 1.00 | dt: 712ms | tok/sec: 736,135 | mfu: 24.3% | epoch: 1 | remaining: 254s    
step 00077 (15.5%) | loss: 4.549592 | lrm: 1.00 | dt: 712ms | tok/sec: 736,499 | mfu: 24.4% | epoch: 1 | remaining: 253s    
step 00078 (15.7%) | loss: 4.531712 | lrm: 1.00 | dt: 711ms | tok/sec: 737,030 | mfu: 24.4% | epoch: 1 | remaining: 252s    
