Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=53 binary=000101
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'standard', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 3000ms | tok/sec: 174,752 | mfu: 4.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854856 | lrm: 1.00 | dt: 573ms | tok/sec: 915,155 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.443963 | lrm: 1.00 | dt: 574ms | tok/sec: 914,063 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.978333 | lrm: 1.00 | dt: 574ms | tok/sec: 913,741 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.586365 | lrm: 1.00 | dt: 573ms | tok/sec: 914,638 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.255773 | lrm: 1.00 | dt: 574ms | tok/sec: 914,133 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.004447 | lrm: 1.00 | dt: 574ms | tok/sec: 913,480 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.792790 | lrm: 1.00 | dt: 574ms | tok/sec: 913,632 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.612184 | lrm: 1.00 | dt: 574ms | tok/sec: 913,594 | mfu: 25.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.459823 | lrm: 1.00 | dt: 575ms | tok/sec: 912,372 | mfu: 25.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.329953 | lrm: 1.00 | dt: 575ms | tok/sec: 912,085 | mfu: 25.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.221492 | lrm: 1.00 | dt: 575ms | tok/sec: 911,580 | mfu: 25.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.125276 | lrm: 1.00 | dt: 574ms | tok/sec: 913,079 | mfu: 25.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.039854 | lrm: 1.00 | dt: 575ms | tok/sec: 911,694 | mfu: 25.5% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 5.968348 | lrm: 1.00 | dt: 576ms | tok/sec: 910,595 | mfu: 25.5% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 5.902709 | lrm: 1.00 | dt: 575ms | tok/sec: 912,244 | mfu: 25.5% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 5.843359 | lrm: 1.00 | dt: 574ms | tok/sec: 912,714 | mfu: 25.5% | epoch: 1 | remaining: 297s    
step 00017 (1.1%) | loss: 5.789123 | lrm: 1.00 | dt: 575ms | tok/sec: 911,468 | mfu: 25.5% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.741640 | lrm: 1.00 | dt: 576ms | tok/sec: 910,351 | mfu: 25.5% | epoch: 1 | remaining: 295s    
step 00019 (1.5%) | loss: 5.698084 | lrm: 1.00 | dt: 576ms | tok/sec: 910,487 | mfu: 25.5% | epoch: 1 | remaining: 295s    
step 00020 (1.7%) | loss: 5.658299 | lrm: 1.00 | dt: 575ms | tok/sec: 912,141 | mfu: 25.5% | epoch: 1 | remaining: 294s    
step 00021 (1.9%) | loss: 5.621359 | lrm: 1.00 | dt: 576ms | tok/sec: 910,987 | mfu: 25.5% | epoch: 1 | remaining: 294s    
step 00022 (2.1%) | loss: 5.586894 | lrm: 1.00 | dt: 576ms | tok/sec: 910,067 | mfu: 25.5% | epoch: 1 | remaining: 293s    
step 00023 (2.3%) | loss: 5.554091 | lrm: 1.00 | dt: 576ms | tok/sec: 910,310 | mfu: 25.5% | epoch: 1 | remaining: 293s    
step 00024 (2.5%) | loss: 5.520820 | lrm: 1.00 | dt: 575ms | tok/sec: 911,498 | mfu: 25.5% | epoch: 1 | remaining: 292s    
step 00025 (2.7%) | loss: 5.492660 | lrm: 1.00 | dt: 576ms | tok/sec: 910,873 | mfu: 25.5% | epoch: 1 | remaining: 291s    
step 00026 (2.9%) | loss: 5.460780 | lrm: 1.00 | dt: 576ms | tok/sec: 910,529 | mfu: 25.5% | epoch: 1 | remaining: 291s    
step 00027 (3.1%) | loss: 5.433087 | lrm: 1.00 | dt: 577ms | tok/sec: 909,037 | mfu: 25.4% | epoch: 1 | remaining: 290s    
step 00028 (3.3%) | loss: 5.407053 | lrm: 1.00 | dt: 577ms | tok/sec: 909,218 | mfu: 25.4% | epoch: 1 | remaining: 290s    
step 00029 (3.5%) | loss: 5.380912 | lrm: 1.00 | dt: 576ms | tok/sec: 910,615 | mfu: 25.5% | epoch: 1 | remaining: 289s    
step 00030 (3.6%) | loss: 5.353433 | lrm: 1.00 | dt: 575ms | tok/sec: 911,301 | mfu: 25.5% | epoch: 1 | remaining: 288s    
step 00031 (3.8%) | loss: 5.325091 | lrm: 1.00 | dt: 576ms | tok/sec: 909,889 | mfu: 25.5% | epoch: 1 | remaining: 288s    
step 00032 (4.0%) | loss: 5.299155 | lrm: 1.00 | dt: 577ms | tok/sec: 908,389 | mfu: 25.4% | epoch: 1 | remaining: 287s    
step 00033 (4.2%) | loss: 5.271287 | lrm: 1.00 | dt: 577ms | tok/sec: 908,823 | mfu: 25.4% | epoch: 1 | remaining: 287s    
step 00034 (4.4%) | loss: 5.241093 | lrm: 1.00 | dt: 576ms | tok/sec: 909,559 | mfu: 25.4% | epoch: 1 | remaining: 286s    
step 00035 (4.6%) | loss: 5.216582 | lrm: 1.00 | dt: 577ms | tok/sec: 909,294 | mfu: 25.4% | epoch: 1 | remaining: 286s    
step 00036 (4.8%) | loss: 5.192500 | lrm: 1.00 | dt: 576ms | tok/sec: 910,461 | mfu: 25.5% | epoch: 1 | remaining: 285s    
