Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=20 binary=010101
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2940ms | tok/sec: 178,357 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854855 | lrm: 1.00 | dt: 573ms | tok/sec: 915,110 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.446287 | lrm: 1.00 | dt: 574ms | tok/sec: 913,944 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.980667 | lrm: 1.00 | dt: 573ms | tok/sec: 914,317 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.587175 | lrm: 1.00 | dt: 573ms | tok/sec: 914,510 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.257345 | lrm: 1.00 | dt: 574ms | tok/sec: 913,545 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.006327 | lrm: 1.00 | dt: 574ms | tok/sec: 913,687 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.794712 | lrm: 1.00 | dt: 574ms | tok/sec: 913,523 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.614224 | lrm: 1.00 | dt: 575ms | tok/sec: 912,002 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.461881 | lrm: 1.00 | dt: 575ms | tok/sec: 911,932 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.331909 | lrm: 1.00 | dt: 575ms | tok/sec: 912,474 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.223539 | lrm: 1.00 | dt: 575ms | tok/sec: 912,431 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.127554 | lrm: 1.00 | dt: 575ms | tok/sec: 911,448 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.042335 | lrm: 1.00 | dt: 575ms | tok/sec: 911,113 | mfu: 22.0% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 5.970446 | lrm: 1.00 | dt: 576ms | tok/sec: 910,797 | mfu: 22.0% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 5.904364 | lrm: 1.00 | dt: 574ms | tok/sec: 912,611 | mfu: 22.1% | epoch: 1 | remaining: 297s    
step 00016 (1.0%) | loss: 5.847767 | lrm: 1.00 | dt: 575ms | tok/sec: 911,593 | mfu: 22.0% | epoch: 1 | remaining: 297s    
step 00017 (1.2%) | loss: 5.793269 | lrm: 1.00 | dt: 576ms | tok/sec: 910,418 | mfu: 22.0% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.744342 | lrm: 1.00 | dt: 575ms | tok/sec: 911,359 | mfu: 22.0% | epoch: 1 | remaining: 295s    
step 00019 (1.5%) | loss: 5.698172 | lrm: 1.00 | dt: 575ms | tok/sec: 912,266 | mfu: 22.0% | epoch: 1 | remaining: 295s    
step 00020 (1.7%) | loss: 5.655797 | lrm: 1.00 | dt: 575ms | tok/sec: 911,582 | mfu: 22.0% | epoch: 1 | remaining: 294s    
step 00021 (1.9%) | loss: 5.615896 | lrm: 1.00 | dt: 576ms | tok/sec: 909,758 | mfu: 22.0% | epoch: 1 | remaining: 294s    
step 00022 (2.1%) | loss: 5.580602 | lrm: 1.00 | dt: 576ms | tok/sec: 910,617 | mfu: 22.0% | epoch: 1 | remaining: 293s    
step 00023 (2.3%) | loss: 5.543394 | lrm: 1.00 | dt: 576ms | tok/sec: 910,692 | mfu: 22.0% | epoch: 1 | remaining: 293s    
step 00024 (2.5%) | loss: 5.511084 | lrm: 1.00 | dt: 575ms | tok/sec: 911,873 | mfu: 22.0% | epoch: 1 | remaining: 292s    
step 00025 (2.7%) | loss: 5.479949 | lrm: 1.00 | dt: 577ms | tok/sec: 909,312 | mfu: 22.0% | epoch: 1 | remaining: 291s    
step 00026 (2.9%) | loss: 5.447270 | lrm: 1.00 | dt: 577ms | tok/sec: 908,999 | mfu: 22.0% | epoch: 1 | remaining: 291s    
step 00027 (3.1%) | loss: 5.419075 | lrm: 1.00 | dt: 576ms | tok/sec: 909,868 | mfu: 22.0% | epoch: 1 | remaining: 290s    
step 00028 (3.3%) | loss: 5.392817 | lrm: 1.00 | dt: 576ms | tok/sec: 910,570 | mfu: 22.0% | epoch: 1 | remaining: 290s    
step 00029 (3.5%) | loss: 5.366874 | lrm: 1.00 | dt: 576ms | tok/sec: 910,593 | mfu: 22.0% | epoch: 1 | remaining: 289s    
step 00030 (3.6%) | loss: 5.339962 | lrm: 1.00 | dt: 576ms | tok/sec: 909,936 | mfu: 22.0% | epoch: 1 | remaining: 288s    
step 00031 (3.8%) | loss: 5.312726 | lrm: 1.00 | dt: 577ms | tok/sec: 908,192 | mfu: 21.9% | epoch: 1 | remaining: 288s    
step 00032 (4.0%) | loss: 5.287458 | lrm: 1.00 | dt: 578ms | tok/sec: 906,738 | mfu: 21.9% | epoch: 1 | remaining: 287s    
step 00033 (4.2%) | loss: 5.263617 | lrm: 1.00 | dt: 577ms | tok/sec: 908,592 | mfu: 22.0% | epoch: 1 | remaining: 287s    
step 00034 (4.4%) | loss: 5.233229 | lrm: 1.00 | dt: 576ms | tok/sec: 909,501 | mfu: 22.0% | epoch: 1 | remaining: 286s    
step 00035 (4.6%) | loss: 5.207148 | lrm: 1.00 | dt: 576ms | tok/sec: 909,640 | mfu: 22.0% | epoch: 1 | remaining: 286s    
step 00036 (4.8%) | loss: 5.180863 | lrm: 1.00 | dt: 576ms | tok/sec: 910,218 | mfu: 22.0% | epoch: 1 | remaining: 285s    
step 00037 (5.0%) | loss: 5.154532 | lrm: 1.00 | dt: 577ms | tok/sec: 909,211 | mfu: 22.0% | epoch: 1 | remaining: 284s    
step 00038 (5.2%) | loss: 5.127787 | lrm: 1.00 | dt: 578ms | tok/sec: 907,392 | mfu: 21.9% | epoch: 1 | remaining: 284s    
step 00039 (5.4%) | loss: 5.096157 | lrm: 1.00 | dt: 577ms | tok/sec: 908,412 | mfu: 21.9% | epoch: 1 | remaining: 283s    
step 00040 (5.6%) | loss: 5.067228 | lrm: 1.00 | dt: 576ms | tok/sec: 909,572 | mfu: 22.0% | epoch: 1 | remaining: 283s    
step 00041 (5.8%) | loss: 5.043862 | lrm: 1.00 | dt: 576ms | tok/sec: 910,012 | mfu: 22.0% | epoch: 1 | remaining: 282s    
step 00042 (6.0%) | loss: 5.020130 | lrm: 1.00 | dt: 576ms | tok/sec: 909,728 | mfu: 22.0% | epoch: 1 | remaining: 282s    
step 00043 (6.1%) | loss: 4.990325 | lrm: 1.00 | dt: 577ms | tok/sec: 908,355 | mfu: 21.9% | epoch: 1 | remaining: 281s    
step 00044 (6.3%) | loss: 4.964771 | lrm: 1.00 | dt: 577ms | tok/sec: 908,270 | mfu: 21.9% | epoch: 1 | remaining: 280s    
step 00045 (6.5%) | loss: 4.938853 | lrm: 1.00 | dt: 578ms | tok/sec: 906,810 | mfu: 21.9% | epoch: 1 | remaining: 280s    
step 00046 (6.7%) | loss: 4.913108 | lrm: 1.00 | dt: 577ms | tok/sec: 908,373 | mfu: 21.9% | epoch: 1 | remaining: 279s    
step 00047 (6.9%) | loss: 4.885364 | lrm: 1.00 | dt: 577ms | tok/sec: 908,861 | mfu: 22.0% | epoch: 1 | remaining: 279s    
step 00048 (7.1%) | loss: 4.864253 | lrm: 1.00 | dt: 577ms | tok/sec: 908,477 | mfu: 22.0% | epoch: 1 | remaining: 278s    
step 00049 (7.3%) | loss: 4.839462 | lrm: 1.00 | dt: 576ms | tok/sec: 909,644 | mfu: 22.0% | epoch: 1 | remaining: 278s    
step 00050 (7.5%) | loss: 4.812041 | lrm: 1.00 | dt: 577ms | tok/sec: 908,563 | mfu: 22.0% | epoch: 1 | remaining: 277s    
step 00051 (7.7%) | loss: 4.790246 | lrm: 1.00 | dt: 578ms | tok/sec: 907,030 | mfu: 21.9% | epoch: 1 | remaining: 276s    
step 00052 (7.9%) | loss: 4.765065 | lrm: 1.00 | dt: 579ms | tok/sec: 906,245 | mfu: 21.9% | epoch: 1 | remaining: 276s    
step 00053 (8.1%) | loss: 4.741214 | lrm: 1.00 | dt: 578ms | tok/sec: 906,302 | mfu: 21.9% | epoch: 1 | remaining: 275s    
step 00054 (8.3%) | loss: 4.715569 | lrm: 1.00 | dt: 578ms | tok/sec: 906,314 | mfu: 21.9% | epoch: 1 | remaining: 275s    
step 00055 (8.5%) | loss: 4.691281 | lrm: 1.00 | dt: 578ms | tok/sec: 907,126 | mfu: 21.9% | epoch: 1 | remaining: 274s    
step 00056 (8.6%) | loss: 4.668570 | lrm: 1.00 | dt: 578ms | tok/sec: 907,084 | mfu: 21.9% | epoch: 1 | remaining: 273s    
step 00057 (8.8%) | loss: 4.642509 | lrm: 1.00 | dt: 579ms | tok/sec: 905,672 | mfu: 21.9% | epoch: 1 | remaining: 273s    
step 00058 (9.0%) | loss: 4.614307 | lrm: 1.00 | dt: 579ms | tok/sec: 905,253 | mfu: 21.9% | epoch: 1 | remaining: 272s    
step 00059 (9.2%) | loss: 4.585448 | lrm: 1.00 | dt: 578ms | tok/sec: 907,314 | mfu: 21.9% | epoch: 1 | remaining: 272s    
step 00060 (9.4%) | loss: 4.561340 | lrm: 1.00 | dt: 578ms | tok/sec: 907,294 | mfu: 21.9% | epoch: 1 | remaining: 271s    
step 00061 (9.6%) | loss: 4.536306 | lrm: 1.00 | dt: 578ms | tok/sec: 907,285 | mfu: 21.9% | epoch: 1 | remaining: 271s    
step 00062 (9.8%) | loss: 4.511585 | lrm: 1.00 | dt: 578ms | tok/sec: 906,689 | mfu: 21.9% | epoch: 1 | remaining: 270s    
step 00063 (10.0%) | loss: 4.486167 | lrm: 1.00 | dt: 579ms | tok/sec: 905,784 | mfu: 21.9% | epoch: 1 | remaining: 269s    
step 00064 (10.2%) | loss: 4.465553 | lrm: 1.00 | dt: 579ms | tok/sec: 905,636 | mfu: 21.9% | epoch: 1 | remaining: 269s    
step 00065 (10.4%) | loss: 4.446703 | lrm: 1.00 | dt: 579ms | tok/sec: 905,676 | mfu: 21.9% | epoch: 1 | remaining: 268s    
step 00066 (10.6%) | loss: 4.427811 | lrm: 1.00 | dt: 579ms | tok/sec: 904,852 | mfu: 21.9% | epoch: 1 | remaining: 268s    
step 00067 (10.8%) | loss: 4.408452 | lrm: 1.00 | dt: 580ms | tok/sec: 903,314 | mfu: 21.8% | epoch: 1 | remaining: 267s    
step 00068 (11.0%) | loss: 4.390912 | lrm: 1.00 | dt: 580ms | tok/sec: 904,198 | mfu: 21.8% | epoch: 1 | remaining: 267s    
step 00069 (11.2%) | loss: 4.369656 | lrm: 1.00 | dt: 580ms | tok/sec: 904,407 | mfu: 21.9% | epoch: 1 | remaining: 266s    
step 00070 (11.3%) | loss: 4.346609 | lrm: 1.00 | dt: 580ms | tok/sec: 903,869 | mfu: 21.8% | epoch: 1 | remaining: 265s    
step 00071 (11.5%) | loss: 4.331272 | lrm: 1.00 | dt: 580ms | tok/sec: 904,043 | mfu: 21.8% | epoch: 1 | remaining: 265s    
step 00072 (11.7%) | loss: 4.316236 | lrm: 1.00 | dt: 580ms | tok/sec: 903,614 | mfu: 21.8% | epoch: 1 | remaining: 264s    
step 00073 (11.9%) | loss: 4.296927 | lrm: 1.00 | dt: 580ms | tok/sec: 903,390 | mfu: 21.8% | epoch: 1 | remaining: 264s    
step 00074 (12.1%) | loss: 4.275425 | lrm: 1.00 | dt: 580ms | tok/sec: 903,722 | mfu: 21.8% | epoch: 1 | remaining: 263s    
step 00075 (12.3%) | loss: 4.255743 | lrm: 1.00 | dt: 579ms | tok/sec: 904,932 | mfu: 21.9% | epoch: 1 | remaining: 262s    
step 00076 (12.5%) | loss: 4.238386 | lrm: 1.00 | dt: 580ms | tok/sec: 904,185 | mfu: 21.8% | epoch: 1 | remaining: 262s    
step 00077 (12.7%) | loss: 4.224562 | lrm: 1.00 | dt: 580ms | tok/sec: 903,373 | mfu: 21.8% | epoch: 1 | remaining: 261s    
step 00078 (12.9%) | loss: 4.203316 | lrm: 1.00 | dt: 580ms | tok/sec: 903,399 | mfu: 21.8% | epoch: 1 | remaining: 261s    
step 00079 (13.1%) | loss: 4.184706 | lrm: 1.00 | dt: 580ms | tok/sec: 903,204 | mfu: 21.8% | epoch: 1 | remaining: 260s    
step 00080 (13.3%) | loss: 4.167739 | lrm: 1.00 | dt: 580ms | tok/sec: 903,728 | mfu: 21.8% | epoch: 1 | remaining: 260s    
step 00081 (13.5%) | loss: 4.150445 | lrm: 1.00 | dt: 580ms | tok/sec: 903,758 | mfu: 21.8% | epoch: 1 | remaining: 259s    
step 00082 (13.7%) | loss: 4.135999 | lrm: 1.00 | dt: 580ms | tok/sec: 903,386 | mfu: 21.8% | epoch: 1 | remaining: 258s    
step 00083 (13.9%) | loss: 4.118230 | lrm: 1.00 | dt: 583ms | tok/sec: 899,746 | mfu: 21.7% | epoch: 1 | remaining: 258s    
step 00084 (14.1%) | loss: 4.101145 | lrm: 1.00 | dt: 580ms | tok/sec: 904,180 | mfu: 21.8% | epoch: 1 | remaining: 257s    
step 00085 (14.3%) | loss: 4.092196 | lrm: 1.00 | dt: 579ms | tok/sec: 905,423 | mfu: 21.9% | epoch: 1 | remaining: 257s    
step 00086 (14.4%) | loss: 4.076601 | lrm: 1.00 | dt: 581ms | tok/sec: 901,919 | mfu: 21.8% | epoch: 1 | remaining: 256s    
step 00087 (14.6%) | loss: 4.063897 | lrm: 1.00 | dt: 582ms | tok/sec: 900,809 | mfu: 21.8% | epoch: 1 | remaining: 256s    
step 00088 (14.8%) | loss: 4.046080 | lrm: 1.00 | dt: 581ms | tok/sec: 902,257 | mfu: 21.8% | epoch: 1 | remaining: 255s    
step 00089 (15.0%) | loss: 4.030703 | lrm: 1.00 | dt: 581ms | tok/sec: 902,589 | mfu: 21.8% | epoch: 1 | remaining: 254s    
step 00090 (15.2%) | loss: 4.018608 | lrm: 1.00 | dt: 583ms | tok/sec: 898,831 | mfu: 21.7% | epoch: 1 | remaining: 254s    
step 00091 (15.4%) | loss: 4.004664 | lrm: 1.00 | dt: 581ms | tok/sec: 902,977 | mfu: 21.8% | epoch: 1 | remaining: 253s    
step 00092 (15.6%) | loss: 3.993038 | lrm: 1.00 | dt: 583ms | tok/sec: 899,451 | mfu: 21.7% | epoch: 1 | remaining: 253s    
step 00093 (15.8%) | loss: 3.981020 | lrm: 1.00 | dt: 583ms | tok/sec: 899,240 | mfu: 21.7% | epoch: 1 | remaining: 252s    
step 00094 (16.0%) | loss: 3.972091 | lrm: 1.00 | dt: 584ms | tok/sec: 898,094 | mfu: 21.7% | epoch: 1 | remaining: 251s    
step 00095 (16.2%) | loss: 3.962040 | lrm: 1.00 | dt: 583ms | tok/sec: 898,673 | mfu: 21.7% | epoch: 1 | remaining: 251s    
step 00096 (16.4%) | loss: 3.947112 | lrm: 1.00 | dt: 587ms | tok/sec: 893,471 | mfu: 21.6% | epoch: 1 | remaining: 250s    
step 00097 (16.6%) | loss: 3.932895 | lrm: 1.00 | dt: 589ms | tok/sec: 890,042 | mfu: 21.5% | epoch: 1 | remaining: 250s    
step 00098 (16.8%) | loss: 3.920439 | lrm: 1.00 | dt: 586ms | tok/sec: 894,021 | mfu: 21.6% | epoch: 1 | remaining: 249s    
step 00099 (17.0%) | loss: 3.909731 | lrm: 1.00 | dt: 590ms | tok/sec: 888,107 | mfu: 21.5% | epoch: 1 | remaining: 248s    
step 00100 (17.2%) | loss: 3.900328 | lrm: 1.00 | dt: 582ms | tok/sec: 900,566 | mfu: 21.8% | epoch: 1 | remaining: 248s    
step 00101 (17.4%) | loss: 3.886874 | lrm: 1.00 | dt: 582ms | tok/sec: 900,293 | mfu: 21.8% | epoch: 1 | remaining: 247s    
step 00102 (17.6%) | loss: 3.874895 | lrm: 1.00 | dt: 586ms | tok/sec: 894,133 | mfu: 21.6% | epoch: 1 | remaining: 247s    
step 00103 (17.8%) | loss: 3.856636 | lrm: 1.00 | dt: 588ms | tok/sec: 892,179 | mfu: 21.6% | epoch: 1 | remaining: 246s    
step 00104 (17.9%) | loss: 3.845978 | lrm: 1.00 | dt: 586ms | tok/sec: 894,330 | mfu: 21.6% | epoch: 1 | remaining: 246s    
