Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=99 binary=101101
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 3.271588e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3057ms | tok/sec: 171,484 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191155 | lrm: 1.00 | dt: 742ms | tok/sec: 707,019 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.952920 | lrm: 1.00 | dt: 742ms | tok/sec: 706,950 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.521304 | lrm: 1.00 | dt: 742ms | tok/sec: 706,727 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.106866 | lrm: 1.00 | dt: 742ms | tok/sec: 706,330 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.730337 | lrm: 1.00 | dt: 742ms | tok/sec: 706,270 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.431789 | lrm: 1.00 | dt: 743ms | tok/sec: 706,016 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.186097 | lrm: 1.00 | dt: 743ms | tok/sec: 705,669 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.974635 | lrm: 1.00 | dt: 743ms | tok/sec: 705,376 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.790482 | lrm: 1.00 | dt: 743ms | tok/sec: 705,368 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.635165 | lrm: 1.00 | dt: 744ms | tok/sec: 705,058 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.501173 | lrm: 1.00 | dt: 743ms | tok/sec: 705,219 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.383824 | lrm: 1.00 | dt: 744ms | tok/sec: 704,979 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.284476 | lrm: 1.00 | dt: 744ms | tok/sec: 704,773 | mfu: 23.3% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.191252 | lrm: 1.00 | dt: 744ms | tok/sec: 705,079 | mfu: 23.3% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.111671 | lrm: 1.00 | dt: 743ms | tok/sec: 705,204 | mfu: 23.3% | epoch: 1 | remaining: 296s    
step 00016 (1.2%) | loss: 6.039474 | lrm: 1.00 | dt: 744ms | tok/sec: 704,515 | mfu: 23.3% | epoch: 1 | remaining: 296s    
step 00017 (1.5%) | loss: 5.973572 | lrm: 1.00 | dt: 744ms | tok/sec: 704,666 | mfu: 23.3% | epoch: 1 | remaining: 295s    
step 00018 (1.7%) | loss: 5.914293 | lrm: 1.00 | dt: 744ms | tok/sec: 704,374 | mfu: 23.3% | epoch: 1 | remaining: 294s    
step 00019 (2.0%) | loss: 5.862418 | lrm: 1.00 | dt: 744ms | tok/sec: 704,478 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00020 (2.2%) | loss: 5.814230 | lrm: 1.00 | dt: 744ms | tok/sec: 704,379 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00021 (2.5%) | loss: 5.768036 | lrm: 1.00 | dt: 744ms | tok/sec: 704,269 | mfu: 23.3% | epoch: 1 | remaining: 292s    
step 00022 (2.7%) | loss: 5.723681 | lrm: 1.00 | dt: 745ms | tok/sec: 703,922 | mfu: 23.3% | epoch: 1 | remaining: 291s    
step 00023 (3.0%) | loss: 5.683248 | lrm: 1.00 | dt: 745ms | tok/sec: 704,132 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00024 (3.2%) | loss: 5.644568 | lrm: 1.00 | dt: 745ms | tok/sec: 704,163 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00025 (3.5%) | loss: 5.607388 | lrm: 1.00 | dt: 745ms | tok/sec: 703,743 | mfu: 23.3% | epoch: 1 | remaining: 289s    
step 00026 (3.7%) | loss: 5.566584 | lrm: 1.00 | dt: 746ms | tok/sec: 703,240 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00027 (4.0%) | loss: 5.531557 | lrm: 1.00 | dt: 745ms | tok/sec: 703,341 | mfu: 23.3% | epoch: 1 | remaining: 287s    
step 00028 (4.2%) | loss: 5.498806 | lrm: 1.00 | dt: 746ms | tok/sec: 703,021 | mfu: 23.2% | epoch: 1 | remaining: 287s    
step 00029 (4.5%) | loss: 5.467681 | lrm: 1.00 | dt: 745ms | tok/sec: 703,321 | mfu: 23.3% | epoch: 1 | remaining: 286s    
step 00030 (4.7%) | loss: 5.434887 | lrm: 1.00 | dt: 746ms | tok/sec: 702,873 | mfu: 23.2% | epoch: 1 | remaining: 285s    
step 00031 (5.0%) | loss: 5.400937 | lrm: 1.00 | dt: 745ms | tok/sec: 703,549 | mfu: 23.3% | epoch: 1 | remaining: 284s    
step 00032 (5.2%) | loss: 5.370715 | lrm: 1.00 | dt: 745ms | tok/sec: 703,455 | mfu: 23.3% | epoch: 1 | remaining: 284s    
step 00033 (5.5%) | loss: 5.338312 | lrm: 1.00 | dt: 746ms | tok/sec: 702,865 | mfu: 23.2% | epoch: 1 | remaining: 283s    
step 00034 (5.7%) | loss: 5.303040 | lrm: 1.00 | dt: 746ms | tok/sec: 703,214 | mfu: 23.3% | epoch: 1 | remaining: 282s    
step 00035 (6.0%) | loss: 5.271560 | lrm: 1.00 | dt: 746ms | tok/sec: 703,193 | mfu: 23.2% | epoch: 1 | remaining: 281s    
step 00036 (6.2%) | loss: 5.243182 | lrm: 1.00 | dt: 746ms | tok/sec: 703,159 | mfu: 23.2% | epoch: 1 | remaining: 281s    
