Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=27 binary=010000
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2635ms | tok/sec: 198,959 | mfu: 4.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854863 | lrm: 1.00 | dt: 565ms | tok/sec: 928,019 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.448490 | lrm: 1.00 | dt: 565ms | tok/sec: 927,487 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.982383 | lrm: 1.00 | dt: 565ms | tok/sec: 928,405 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.589076 | lrm: 1.00 | dt: 565ms | tok/sec: 927,958 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.259096 | lrm: 1.00 | dt: 566ms | tok/sec: 925,939 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.008419 | lrm: 1.00 | dt: 566ms | tok/sec: 927,114 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.797878 | lrm: 1.00 | dt: 565ms | tok/sec: 928,058 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.617723 | lrm: 1.00 | dt: 567ms | tok/sec: 925,005 | mfu: 22.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.465397 | lrm: 1.00 | dt: 567ms | tok/sec: 924,637 | mfu: 22.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.335256 | lrm: 1.00 | dt: 566ms | tok/sec: 926,649 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.226822 | lrm: 1.00 | dt: 567ms | tok/sec: 924,543 | mfu: 22.3% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.130316 | lrm: 1.00 | dt: 567ms | tok/sec: 924,564 | mfu: 22.3% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.044078 | lrm: 1.00 | dt: 565ms | tok/sec: 927,275 | mfu: 22.4% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 5.971526 | lrm: 1.00 | dt: 567ms | tok/sec: 924,197 | mfu: 22.3% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 5.906115 | lrm: 1.00 | dt: 567ms | tok/sec: 924,197 | mfu: 22.3% | epoch: 1 | remaining: 297s    
step 00016 (0.9%) | loss: 5.850641 | lrm: 1.00 | dt: 566ms | tok/sec: 926,392 | mfu: 22.4% | epoch: 1 | remaining: 297s    
step 00017 (1.1%) | loss: 5.797520 | lrm: 1.00 | dt: 568ms | tok/sec: 923,335 | mfu: 22.3% | epoch: 1 | remaining: 296s    
step 00018 (1.3%) | loss: 5.749514 | lrm: 1.00 | dt: 567ms | tok/sec: 924,957 | mfu: 22.3% | epoch: 1 | remaining: 295s    
step 00019 (1.5%) | loss: 5.705359 | lrm: 1.00 | dt: 566ms | tok/sec: 926,104 | mfu: 22.4% | epoch: 1 | remaining: 295s    
step 00020 (1.7%) | loss: 5.665034 | lrm: 1.00 | dt: 569ms | tok/sec: 922,174 | mfu: 22.3% | epoch: 1 | remaining: 294s    
step 00021 (1.9%) | loss: 5.627952 | lrm: 1.00 | dt: 567ms | tok/sec: 925,125 | mfu: 22.4% | epoch: 1 | remaining: 294s    
step 00022 (2.1%) | loss: 5.595861 | lrm: 1.00 | dt: 567ms | tok/sec: 925,243 | mfu: 22.4% | epoch: 1 | remaining: 293s    
step 00023 (2.3%) | loss: 5.562990 | lrm: 1.00 | dt: 568ms | tok/sec: 922,303 | mfu: 22.3% | epoch: 1 | remaining: 293s    
step 00024 (2.5%) | loss: 5.531958 | lrm: 1.00 | dt: 567ms | tok/sec: 925,399 | mfu: 22.4% | epoch: 1 | remaining: 292s    
step 00025 (2.6%) | loss: 5.504509 | lrm: 1.00 | dt: 569ms | tok/sec: 921,930 | mfu: 22.3% | epoch: 1 | remaining: 291s    
step 00026 (2.8%) | loss: 5.479226 | lrm: 1.00 | dt: 568ms | tok/sec: 922,928 | mfu: 22.3% | epoch: 1 | remaining: 291s    
step 00027 (3.0%) | loss: 5.455425 | lrm: 1.00 | dt: 567ms | tok/sec: 925,385 | mfu: 22.4% | epoch: 1 | remaining: 290s    
step 00028 (3.2%) | loss: 5.433509 | lrm: 1.00 | dt: 569ms | tok/sec: 921,114 | mfu: 22.3% | epoch: 1 | remaining: 290s    
step 00029 (3.4%) | loss: 5.413255 | lrm: 1.00 | dt: 567ms | tok/sec: 925,137 | mfu: 22.4% | epoch: 1 | remaining: 289s    
step 00030 (3.6%) | loss: 5.392812 | lrm: 1.00 | dt: 569ms | tok/sec: 921,921 | mfu: 22.3% | epoch: 1 | remaining: 289s    
step 00031 (3.8%) | loss: 5.371696 | lrm: 1.00 | dt: 569ms | tok/sec: 921,540 | mfu: 22.3% | epoch: 1 | remaining: 288s    
step 00032 (4.0%) | loss: 5.353926 | lrm: 1.00 | dt: 568ms | tok/sec: 923,167 | mfu: 22.3% | epoch: 1 | remaining: 288s    
step 00033 (4.2%) | loss: 5.336138 | lrm: 1.00 | dt: 569ms | tok/sec: 920,808 | mfu: 22.2% | epoch: 1 | remaining: 287s    
step 00034 (4.4%) | loss: 5.317522 | lrm: 1.00 | dt: 567ms | tok/sec: 925,182 | mfu: 22.4% | epoch: 1 | remaining: 286s    
step 00035 (4.5%) | loss: 5.302246 | lrm: 1.00 | dt: 569ms | tok/sec: 921,112 | mfu: 22.3% | epoch: 1 | remaining: 286s    
step 00036 (4.7%) | loss: 5.288848 | lrm: 1.00 | dt: 567ms | tok/sec: 923,904 | mfu: 22.3% | epoch: 1 | remaining: 285s    
step 00037 (4.9%) | loss: 5.273126 | lrm: 1.00 | dt: 568ms | tok/sec: 922,947 | mfu: 22.3% | epoch: 1 | remaining: 285s    
step 00038 (5.1%) | loss: 5.254798 | lrm: 1.00 | dt: 569ms | tok/sec: 920,852 | mfu: 22.2% | epoch: 1 | remaining: 284s    
step 00039 (5.3%) | loss: 5.233828 | lrm: 1.00 | dt: 567ms | tok/sec: 924,619 | mfu: 22.3% | epoch: 1 | remaining: 284s    
step 00040 (5.5%) | loss: 5.215561 | lrm: 1.00 | dt: 570ms | tok/sec: 920,302 | mfu: 22.2% | epoch: 1 | remaining: 283s    
step 00041 (5.7%) | loss: 5.200106 | lrm: 1.00 | dt: 567ms | tok/sec: 924,063 | mfu: 22.3% | epoch: 1 | remaining: 282s    
step 00042 (5.9%) | loss: 5.185455 | lrm: 1.00 | dt: 569ms | tok/sec: 920,617 | mfu: 22.2% | epoch: 1 | remaining: 282s    
step 00043 (6.1%) | loss: 5.168640 | lrm: 1.00 | dt: 568ms | tok/sec: 922,592 | mfu: 22.3% | epoch: 1 | remaining: 281s    
step 00044 (6.2%) | loss: 5.150446 | lrm: 1.00 | dt: 569ms | tok/sec: 922,144 | mfu: 22.3% | epoch: 1 | remaining: 281s    
step 00045 (6.4%) | loss: 5.131557 | lrm: 1.00 | dt: 570ms | tok/sec: 919,721 | mfu: 22.2% | epoch: 1 | remaining: 280s    
step 00046 (6.6%) | loss: 5.113373 | lrm: 1.00 | dt: 568ms | tok/sec: 923,191 | mfu: 22.3% | epoch: 1 | remaining: 280s    
step 00047 (6.8%) | loss: 5.091835 | lrm: 1.00 | dt: 571ms | tok/sec: 918,951 | mfu: 22.2% | epoch: 1 | remaining: 279s    
step 00048 (7.0%) | loss: 5.073646 | lrm: 1.00 | dt: 568ms | tok/sec: 922,493 | mfu: 22.3% | epoch: 1 | remaining: 278s    
step 00049 (7.2%) | loss: 5.054421 | lrm: 1.00 | dt: 570ms | tok/sec: 919,922 | mfu: 22.2% | epoch: 1 | remaining: 278s    
step 00050 (7.4%) | loss: 5.034426 | lrm: 1.00 | dt: 568ms | tok/sec: 923,738 | mfu: 22.3% | epoch: 1 | remaining: 277s    
step 00051 (7.6%) | loss: 5.017180 | lrm: 1.00 | dt: 570ms | tok/sec: 919,347 | mfu: 22.2% | epoch: 1 | remaining: 277s    
step 00052 (7.8%) | loss: 4.999849 | lrm: 1.00 | dt: 568ms | tok/sec: 922,345 | mfu: 22.3% | epoch: 1 | remaining: 276s    
step 00053 (8.0%) | loss: 4.981643 | lrm: 1.00 | dt: 570ms | tok/sec: 919,580 | mfu: 22.2% | epoch: 1 | remaining: 276s    
step 00054 (8.1%) | loss: 4.963666 | lrm: 1.00 | dt: 569ms | tok/sec: 921,744 | mfu: 22.3% | epoch: 1 | remaining: 275s    
step 00055 (8.3%) | loss: 4.946581 | lrm: 1.00 | dt: 570ms | tok/sec: 919,246 | mfu: 22.2% | epoch: 1 | remaining: 274s    
step 00056 (8.5%) | loss: 4.930024 | lrm: 1.00 | dt: 569ms | tok/sec: 921,124 | mfu: 22.3% | epoch: 1 | remaining: 274s    
step 00057 (8.7%) | loss: 4.909636 | lrm: 1.00 | dt: 570ms | tok/sec: 919,289 | mfu: 22.2% | epoch: 1 | remaining: 273s    
step 00058 (8.9%) | loss: 4.891845 | lrm: 1.00 | dt: 570ms | tok/sec: 920,484 | mfu: 22.2% | epoch: 1 | remaining: 273s    
step 00059 (9.1%) | loss: 4.871284 | lrm: 1.00 | dt: 571ms | tok/sec: 918,140 | mfu: 22.2% | epoch: 1 | remaining: 272s    
