Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=78 binary=001111
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 3.271588e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 3155ms | tok/sec: 166,153 | mfu: 5.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853480 | lrm: 1.00 | dt: 703ms | tok/sec: 745,484 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.460839 | lrm: 1.00 | dt: 704ms | tok/sec: 744,403 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.001436 | lrm: 1.00 | dt: 704ms | tok/sec: 744,799 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.615059 | lrm: 1.00 | dt: 704ms | tok/sec: 744,443 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.275564 | lrm: 1.00 | dt: 705ms | tok/sec: 743,808 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023126 | lrm: 1.00 | dt: 706ms | tok/sec: 743,131 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.815354 | lrm: 1.00 | dt: 705ms | tok/sec: 743,536 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.638283 | lrm: 1.00 | dt: 705ms | tok/sec: 743,336 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.486844 | lrm: 1.00 | dt: 706ms | tok/sec: 742,578 | mfu: 24.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.361792 | lrm: 1.00 | dt: 706ms | tok/sec: 742,104 | mfu: 24.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.254328 | lrm: 1.00 | dt: 705ms | tok/sec: 743,412 | mfu: 24.6% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.160737 | lrm: 1.00 | dt: 706ms | tok/sec: 742,597 | mfu: 24.6% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.082383 | lrm: 1.00 | dt: 706ms | tok/sec: 742,114 | mfu: 24.5% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.007853 | lrm: 1.00 | dt: 706ms | tok/sec: 742,467 | mfu: 24.5% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.944820 | lrm: 1.00 | dt: 706ms | tok/sec: 742,159 | mfu: 24.5% | epoch: 1 | remaining: 296s    
step 00016 (1.2%) | loss: 5.887040 | lrm: 1.00 | dt: 707ms | tok/sec: 741,299 | mfu: 24.5% | epoch: 1 | remaining: 296s    
step 00017 (1.4%) | loss: 5.834017 | lrm: 1.00 | dt: 707ms | tok/sec: 741,488 | mfu: 24.5% | epoch: 1 | remaining: 295s    
step 00018 (1.6%) | loss: 5.785845 | lrm: 1.00 | dt: 707ms | tok/sec: 741,576 | mfu: 24.5% | epoch: 1 | remaining: 294s    
step 00019 (1.9%) | loss: 5.744319 | lrm: 1.00 | dt: 708ms | tok/sec: 740,930 | mfu: 24.5% | epoch: 1 | remaining: 294s    
step 00020 (2.1%) | loss: 5.706285 | lrm: 1.00 | dt: 707ms | tok/sec: 741,173 | mfu: 24.5% | epoch: 1 | remaining: 293s    
step 00021 (2.4%) | loss: 5.668836 | lrm: 1.00 | dt: 707ms | tok/sec: 741,590 | mfu: 24.5% | epoch: 1 | remaining: 292s    
step 00022 (2.6%) | loss: 5.632653 | lrm: 1.00 | dt: 709ms | tok/sec: 739,913 | mfu: 24.5% | epoch: 1 | remaining: 292s    
step 00023 (2.8%) | loss: 5.600105 | lrm: 1.00 | dt: 707ms | tok/sec: 741,230 | mfu: 24.5% | epoch: 1 | remaining: 291s    
step 00024 (3.1%) | loss: 5.569002 | lrm: 1.00 | dt: 709ms | tok/sec: 739,222 | mfu: 24.4% | epoch: 1 | remaining: 290s    
step 00025 (3.3%) | loss: 5.538361 | lrm: 1.00 | dt: 708ms | tok/sec: 740,355 | mfu: 24.5% | epoch: 1 | remaining: 289s    
step 00026 (3.5%) | loss: 5.505288 | lrm: 1.00 | dt: 708ms | tok/sec: 740,378 | mfu: 24.5% | epoch: 1 | remaining: 289s    
step 00027 (3.8%) | loss: 5.477124 | lrm: 1.00 | dt: 708ms | tok/sec: 740,154 | mfu: 24.5% | epoch: 1 | remaining: 288s    
step 00028 (4.0%) | loss: 5.449550 | lrm: 1.00 | dt: 709ms | tok/sec: 739,658 | mfu: 24.5% | epoch: 1 | remaining: 287s    
step 00029 (4.2%) | loss: 5.424106 | lrm: 1.00 | dt: 709ms | tok/sec: 739,218 | mfu: 24.4% | epoch: 1 | remaining: 287s    
step 00030 (4.5%) | loss: 5.397143 | lrm: 1.00 | dt: 708ms | tok/sec: 740,154 | mfu: 24.5% | epoch: 1 | remaining: 286s    
step 00031 (4.7%) | loss: 5.368535 | lrm: 1.00 | dt: 710ms | tok/sec: 738,376 | mfu: 24.4% | epoch: 1 | remaining: 285s    
step 00032 (5.0%) | loss: 5.343691 | lrm: 1.00 | dt: 710ms | tok/sec: 738,665 | mfu: 24.4% | epoch: 1 | remaining: 284s    
step 00033 (5.2%) | loss: 5.316179 | lrm: 1.00 | dt: 710ms | tok/sec: 738,638 | mfu: 24.4% | epoch: 1 | remaining: 284s    
step 00034 (5.4%) | loss: 5.286752 | lrm: 1.00 | dt: 710ms | tok/sec: 738,836 | mfu: 24.4% | epoch: 1 | remaining: 283s    
step 00035 (5.7%) | loss: 5.260424 | lrm: 1.00 | dt: 710ms | tok/sec: 738,713 | mfu: 24.4% | epoch: 1 | remaining: 282s    
step 00036 (5.9%) | loss: 5.237384 | lrm: 1.00 | dt: 709ms | tok/sec: 738,992 | mfu: 24.4% | epoch: 1 | remaining: 282s    
