Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=52 binary=110110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2947ms | tok/sec: 177,927 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185914 | lrm: 1.00 | dt: 646ms | tok/sec: 811,336 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.145066 | lrm: 1.00 | dt: 647ms | tok/sec: 810,786 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.811381 | lrm: 1.00 | dt: 646ms | tok/sec: 811,037 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.500819 | lrm: 1.00 | dt: 646ms | tok/sec: 811,042 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.193739 | lrm: 1.00 | dt: 647ms | tok/sec: 810,755 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.917210 | lrm: 1.00 | dt: 647ms | tok/sec: 810,609 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.679849 | lrm: 1.00 | dt: 647ms | tok/sec: 809,967 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.459734 | lrm: 1.00 | dt: 648ms | tok/sec: 808,968 | mfu: 19.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.247006 | lrm: 1.00 | dt: 648ms | tok/sec: 809,510 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.059231 | lrm: 1.00 | dt: 648ms | tok/sec: 809,434 | mfu: 19.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.893663 | lrm: 1.00 | dt: 648ms | tok/sec: 809,198 | mfu: 19.6% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.742583 | lrm: 1.00 | dt: 648ms | tok/sec: 809,136 | mfu: 19.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.610384 | lrm: 1.00 | dt: 648ms | tok/sec: 809,179 | mfu: 19.6% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.490767 | lrm: 1.00 | dt: 648ms | tok/sec: 809,066 | mfu: 19.5% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.383722 | lrm: 1.00 | dt: 648ms | tok/sec: 809,048 | mfu: 19.5% | epoch: 1 | remaining: 297s    
step 00016 (1.1%) | loss: 6.286953 | lrm: 1.00 | dt: 648ms | tok/sec: 808,638 | mfu: 19.5% | epoch: 1 | remaining: 296s    
step 00017 (1.3%) | loss: 6.201598 | lrm: 1.00 | dt: 648ms | tok/sec: 808,777 | mfu: 19.5% | epoch: 1 | remaining: 295s    
step 00018 (1.5%) | loss: 6.122930 | lrm: 1.00 | dt: 648ms | tok/sec: 808,990 | mfu: 19.5% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.052189 | lrm: 1.00 | dt: 648ms | tok/sec: 808,715 | mfu: 19.5% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.988342 | lrm: 1.00 | dt: 648ms | tok/sec: 808,627 | mfu: 19.5% | epoch: 1 | remaining: 294s    
step 00021 (2.2%) | loss: 5.930063 | lrm: 1.00 | dt: 648ms | tok/sec: 808,884 | mfu: 19.5% | epoch: 1 | remaining: 293s    
step 00022 (2.4%) | loss: 5.875568 | lrm: 1.00 | dt: 648ms | tok/sec: 808,955 | mfu: 19.5% | epoch: 1 | remaining: 292s    
step 00023 (2.6%) | loss: 5.826671 | lrm: 1.00 | dt: 648ms | tok/sec: 808,875 | mfu: 19.5% | epoch: 1 | remaining: 292s    
step 00024 (2.8%) | loss: 5.780852 | lrm: 1.00 | dt: 648ms | tok/sec: 808,747 | mfu: 19.5% | epoch: 1 | remaining: 291s    
step 00025 (3.0%) | loss: 5.738667 | lrm: 1.00 | dt: 649ms | tok/sec: 807,632 | mfu: 19.5% | epoch: 1 | remaining: 290s    
step 00026 (3.2%) | loss: 5.696381 | lrm: 1.00 | dt: 650ms | tok/sec: 807,204 | mfu: 19.5% | epoch: 1 | remaining: 290s    
step 00027 (3.5%) | loss: 5.661471 | lrm: 1.00 | dt: 649ms | tok/sec: 808,194 | mfu: 19.5% | epoch: 1 | remaining: 289s    
step 00028 (3.7%) | loss: 5.625160 | lrm: 1.00 | dt: 648ms | tok/sec: 808,511 | mfu: 19.5% | epoch: 1 | remaining: 288s    
step 00029 (3.9%) | loss: 5.591728 | lrm: 1.00 | dt: 649ms | tok/sec: 807,959 | mfu: 19.5% | epoch: 1 | remaining: 288s    
step 00030 (4.1%) | loss: 5.558877 | lrm: 1.00 | dt: 649ms | tok/sec: 807,953 | mfu: 19.5% | epoch: 1 | remaining: 287s    
step 00031 (4.3%) | loss: 5.524619 | lrm: 1.00 | dt: 649ms | tok/sec: 808,441 | mfu: 19.5% | epoch: 1 | remaining: 286s    
step 00032 (4.5%) | loss: 5.493238 | lrm: 1.00 | dt: 649ms | tok/sec: 808,207 | mfu: 19.5% | epoch: 1 | remaining: 286s    
step 00033 (4.8%) | loss: 5.460817 | lrm: 1.00 | dt: 649ms | tok/sec: 808,273 | mfu: 19.5% | epoch: 1 | remaining: 285s    
step 00034 (5.0%) | loss: 5.425843 | lrm: 1.00 | dt: 649ms | tok/sec: 807,848 | mfu: 19.5% | epoch: 1 | remaining: 284s    
step 00035 (5.2%) | loss: 5.393818 | lrm: 1.00 | dt: 649ms | tok/sec: 808,345 | mfu: 19.5% | epoch: 1 | remaining: 284s    
step 00036 (5.4%) | loss: 5.365498 | lrm: 1.00 | dt: 649ms | tok/sec: 807,625 | mfu: 19.5% | epoch: 1 | remaining: 283s    
