Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=8 binary=110011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2834ms | tok/sec: 184,983 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185804 | lrm: 1.00 | dt: 638ms | tok/sec: 822,194 | mfu: 19.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.158890 | lrm: 1.00 | dt: 638ms | tok/sec: 821,417 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.844043 | lrm: 1.00 | dt: 638ms | tok/sec: 821,212 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.533411 | lrm: 1.00 | dt: 639ms | tok/sec: 821,021 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.202146 | lrm: 1.00 | dt: 639ms | tok/sec: 820,957 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.913154 | lrm: 1.00 | dt: 639ms | tok/sec: 821,001 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.666021 | lrm: 1.00 | dt: 639ms | tok/sec: 820,728 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.439710 | lrm: 1.00 | dt: 639ms | tok/sec: 820,694 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.227142 | lrm: 1.00 | dt: 639ms | tok/sec: 820,846 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.038733 | lrm: 1.00 | dt: 639ms | tok/sec: 820,333 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.872243 | lrm: 1.00 | dt: 639ms | tok/sec: 820,300 | mfu: 19.8% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.721415 | lrm: 1.00 | dt: 639ms | tok/sec: 820,679 | mfu: 19.8% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.584974 | lrm: 1.00 | dt: 639ms | tok/sec: 820,182 | mfu: 19.8% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.468855 | lrm: 1.00 | dt: 639ms | tok/sec: 820,304 | mfu: 19.8% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.362941 | lrm: 1.00 | dt: 639ms | tok/sec: 820,012 | mfu: 19.8% | epoch: 1 | remaining: 297s    
step 00016 (1.1%) | loss: 6.266068 | lrm: 1.00 | dt: 639ms | tok/sec: 819,948 | mfu: 19.8% | epoch: 1 | remaining: 296s    
step 00017 (1.3%) | loss: 6.178685 | lrm: 1.00 | dt: 640ms | tok/sec: 819,821 | mfu: 19.8% | epoch: 1 | remaining: 296s    
step 00018 (1.5%) | loss: 6.101257 | lrm: 1.00 | dt: 639ms | tok/sec: 819,975 | mfu: 19.8% | epoch: 1 | remaining: 295s    
step 00019 (1.7%) | loss: 6.034150 | lrm: 1.00 | dt: 640ms | tok/sec: 819,794 | mfu: 19.8% | epoch: 1 | remaining: 294s    
step 00020 (1.9%) | loss: 5.971138 | lrm: 1.00 | dt: 640ms | tok/sec: 819,402 | mfu: 19.8% | epoch: 1 | remaining: 294s    
step 00021 (2.1%) | loss: 5.915189 | lrm: 1.00 | dt: 640ms | tok/sec: 819,560 | mfu: 19.8% | epoch: 1 | remaining: 293s    
step 00022 (2.3%) | loss: 5.863327 | lrm: 1.00 | dt: 640ms | tok/sec: 819,788 | mfu: 19.8% | epoch: 1 | remaining: 292s    
step 00023 (2.6%) | loss: 5.817456 | lrm: 1.00 | dt: 640ms | tok/sec: 819,555 | mfu: 19.8% | epoch: 1 | remaining: 292s    
step 00024 (2.8%) | loss: 5.775726 | lrm: 1.00 | dt: 640ms | tok/sec: 819,533 | mfu: 19.8% | epoch: 1 | remaining: 291s    
step 00025 (3.0%) | loss: 5.736881 | lrm: 1.00 | dt: 640ms | tok/sec: 819,356 | mfu: 19.8% | epoch: 1 | remaining: 290s    
step 00026 (3.2%) | loss: 5.698207 | lrm: 1.00 | dt: 640ms | tok/sec: 819,642 | mfu: 19.8% | epoch: 1 | remaining: 290s    
step 00027 (3.4%) | loss: 5.665647 | lrm: 1.00 | dt: 640ms | tok/sec: 819,615 | mfu: 19.8% | epoch: 1 | remaining: 289s    
step 00028 (3.6%) | loss: 5.635565 | lrm: 1.00 | dt: 640ms | tok/sec: 818,997 | mfu: 19.8% | epoch: 1 | remaining: 288s    
step 00029 (3.8%) | loss: 5.608729 | lrm: 1.00 | dt: 640ms | tok/sec: 819,643 | mfu: 19.8% | epoch: 1 | remaining: 288s    
step 00030 (4.1%) | loss: 5.582119 | lrm: 1.00 | dt: 640ms | tok/sec: 818,942 | mfu: 19.8% | epoch: 1 | remaining: 287s    
step 00031 (4.3%) | loss: 5.554756 | lrm: 1.00 | dt: 640ms | tok/sec: 819,056 | mfu: 19.8% | epoch: 1 | remaining: 287s    
step 00032 (4.5%) | loss: 5.530612 | lrm: 1.00 | dt: 640ms | tok/sec: 818,995 | mfu: 19.8% | epoch: 1 | remaining: 286s    
step 00033 (4.7%) | loss: 5.507699 | lrm: 1.00 | dt: 640ms | tok/sec: 819,252 | mfu: 19.8% | epoch: 1 | remaining: 285s    
step 00034 (4.9%) | loss: 5.485033 | lrm: 1.00 | dt: 640ms | tok/sec: 818,904 | mfu: 19.8% | epoch: 1 | remaining: 285s    
step 00035 (5.1%) | loss: 5.463249 | lrm: 1.00 | dt: 640ms | tok/sec: 818,839 | mfu: 19.8% | epoch: 1 | remaining: 284s    
step 00036 (5.3%) | loss: 5.444846 | lrm: 1.00 | dt: 640ms | tok/sec: 819,107 | mfu: 19.8% | epoch: 1 | remaining: 283s    
step 00037 (5.5%) | loss: 5.424665 | lrm: 1.00 | dt: 640ms | tok/sec: 819,162 | mfu: 19.8% | epoch: 1 | remaining: 283s    
step 00038 (5.8%) | loss: 5.405067 | lrm: 1.00 | dt: 640ms | tok/sec: 818,918 | mfu: 19.8% | epoch: 1 | remaining: 282s    
step 00039 (6.0%) | loss: 5.384295 | lrm: 1.00 | dt: 640ms | tok/sec: 819,365 | mfu: 19.8% | epoch: 1 | remaining: 281s    
step 00040 (6.2%) | loss: 5.365040 | lrm: 1.00 | dt: 640ms | tok/sec: 819,234 | mfu: 19.8% | epoch: 1 | remaining: 281s    
step 00041 (6.4%) | loss: 5.348625 | lrm: 1.00 | dt: 640ms | tok/sec: 818,990 | mfu: 19.8% | epoch: 1 | remaining: 280s    
step 00042 (6.6%) | loss: 5.334544 | lrm: 1.00 | dt: 640ms | tok/sec: 818,872 | mfu: 19.8% | epoch: 1 | remaining: 280s    
step 00043 (6.8%) | loss: 5.314550 | lrm: 1.00 | dt: 640ms | tok/sec: 818,838 | mfu: 19.8% | epoch: 1 | remaining: 279s    
step 00044 (7.0%) | loss: 5.297668 | lrm: 1.00 | dt: 640ms | tok/sec: 819,245 | mfu: 19.8% | epoch: 1 | remaining: 278s    
step 00045 (7.3%) | loss: 5.280140 | lrm: 1.00 | dt: 640ms | tok/sec: 819,284 | mfu: 19.8% | epoch: 1 | remaining: 278s    
step 00046 (7.5%) | loss: 5.262802 | lrm: 1.00 | dt: 640ms | tok/sec: 819,109 | mfu: 19.8% | epoch: 1 | remaining: 277s    
step 00047 (7.7%) | loss: 5.243120 | lrm: 1.00 | dt: 640ms | tok/sec: 819,094 | mfu: 19.8% | epoch: 1 | remaining: 276s    
step 00048 (7.9%) | loss: 5.228877 | lrm: 1.00 | dt: 640ms | tok/sec: 819,245 | mfu: 19.8% | epoch: 1 | remaining: 276s    
step 00049 (8.1%) | loss: 5.211002 | lrm: 1.00 | dt: 640ms | tok/sec: 819,059 | mfu: 19.8% | epoch: 1 | remaining: 275s    
step 00050 (8.3%) | loss: 5.190867 | lrm: 1.00 | dt: 640ms | tok/sec: 819,043 | mfu: 19.8% | epoch: 1 | remaining: 274s    
